time maxParticleSpeed maxParticleSpin
0 0.00100944 0.019877
0.01005 14.3243 24.0436
0.02 6.93743 15.8656
0.03 3.11556 17.2353
0.04 2.0095 11.5577
0.05 1.39601 10.4896
