0; time=0	MaxPSpeed= 0	MaxPSpin= 0	eKin = 0	eGrav = 0	eTot = 0	
10801; time=2.1602	MaxPSpeed= 0.000308717	MaxPSpin= 0.00967762	eKin = 6.26732e-06	eGrav = 73.0494	eTot = 73.0494	
10901; time=2.1802	MaxPSpeed= 0.00030655	MaxPSpin= 0.00878646	eKin = 5.64405e-06	eGrav = 73.0493	eTot = 73.0493	
11001; time=2.2002	MaxPSpeed= 0.000366402	MaxPSpin= 0.00846039	eKin = 5.14002e-06	eGrav = 73.0492	eTot = 73.0492	
11101; time=2.2202	MaxPSpeed= 0.000292245	MaxPSpin= 0.00991501	eKin = 6.69805e-06	eGrav = 73.049	eTot = 73.0491	
11201; time=2.2402	MaxPSpeed= 0.000310812	MaxPSpin= 0.00865118	eKin = 5.40443e-06	eGrav = 73.0489	eTot = 73.0489	
11301; time=2.2602	MaxPSpeed= 0.000383165	MaxPSpin= 0.00847177	eKin = 5.20545e-06	eGrav = 73.0488	eTot = 73.0488	
11401; time=2.2802	MaxPSpeed= 0.000303822	MaxPSpin= 0.00944028	eKin = 6.40894e-06	eGrav = 73.0487	eTot = 73.0487	
11501; time=2.3002	MaxPSpeed= 0.000321085	MaxPSpin= 0.00856258	eKin = 5.24492e-06	eGrav = 73.0486	eTot = 73.0486	
11601; time=2.3202	MaxPSpeed= 0.000386481	MaxPSpin= 0.00858269	eKin = 5.33831e-06	eGrav = 73.0485	eTot = 73.0485	
11701; time=2.3402	MaxPSpeed= 0.000303564	MaxPSpin= 0.009074	eKin = 6.05466e-06	eGrav = 73.0484	eTot = 73.0484	
11801; time=2.3602	MaxPSpeed= 0.000337848	MaxPSpin= 0.00850441	eKin = 5.16072e-06	eGrav = 73.0483	eTot = 73.0483	
11901; time=2.3802	MaxPSpeed= 0.00032768	MaxPSpin= 0.00939446	eKin = 6.03537e-06	eGrav = 73.0481	eTot = 73.0482	
12001; time=2.4002	MaxPSpeed= 0.000306202	MaxPSpin= 0.00883742	eKin = 5.73093e-06	eGrav = 73.048	eTot = 73.048	
12101; time=2.4202	MaxPSpeed= 0.000359526	MaxPSpin= 0.00846731	eKin = 5.13859e-06	eGrav = 73.0479	eTot = 73.0479	
12201; time=2.4402	MaxPSpeed= 0.000282053	MaxPSpin= 0.0100548	eKin = 6.78991e-06	eGrav = 73.0478	eTot = 73.0478	
12301; time=2.4602	MaxPSpeed= 0.000309316	MaxPSpin= 0.00868443	eKin = 5.46956e-06	eGrav = 73.0477	eTot = 73.0477	
12401; time=2.4802	MaxPSpeed= 0.000378072	MaxPSpin= 0.00849118	eKin = 5.20564e-06	eGrav = 73.0476	eTot = 73.0476	
12501; time=2.5002	MaxPSpeed= 0.000303736	MaxPSpin= 0.00956875	eKin = 6.51367e-06	eGrav = 73.0475	eTot = 73.0475	
12601; time=2.5202	MaxPSpeed= 0.000317614	MaxPSpin= 0.00858427	eKin = 5.28624e-06	eGrav = 73.0474	eTot = 73.0474	
12701; time=2.5402	MaxPSpeed= 0.000389524	MaxPSpin= 0.0084827	eKin = 5.25655e-06	eGrav = 73.0472	eTot = 73.0473	
12801; time=2.5602	MaxPSpeed= 0.00030222	MaxPSpin= 0.00916516	eKin = 6.16081e-06	eGrav = 73.0471	eTot = 73.0471	
12901; time=2.5802	MaxPSpeed= 0.000332522	MaxPSpin= 0.00851833	eKin = 5.18065e-06	eGrav = 73.047	eTot = 73.047	
13001; time=2.6002	MaxPSpeed= 0.000354743	MaxPSpin= 0.00898365	eKin = 5.71051e-06	eGrav = 73.0469	eTot = 73.0469	
13101; time=2.6202	MaxPSpeed= 0.000305988	MaxPSpin= 0.00889604	eKin = 5.82414e-06	eGrav = 73.0468	eTot = 73.0468	
13201; time=2.6402	MaxPSpeed= 0.000352935	MaxPSpin= 0.00847571	eKin = 5.14157e-06	eGrav = 73.0467	eTot = 73.0467	
13301; time=2.6602	MaxPSpeed= 0.000281548	MaxPSpin= 0.010052	eKin = 6.77212e-06	eGrav = 73.0466	eTot = 73.0466	
13401; time=2.6802	MaxPSpeed= 0.000308308	MaxPSpin= 0.00872499	eKin = 5.5474e-06	eGrav = 73.0465	eTot = 73.0465	
13501; time=2.7002	MaxPSpeed= 0.000371587	MaxPSpin= 0.00849142	eKin = 5.19161e-06	eGrav = 73.0463	eTot = 73.0464	
13601; time=2.7202	MaxPSpeed= 0.000298729	MaxPSpin= 0.00976632	eKin = 6.64721e-06	eGrav = 73.0462	eTot = 73.0462	
13701; time=2.7402	MaxPSpeed= 0.000313658	MaxPSpin= 0.00863081	eKin = 5.37542e-06	eGrav = 73.0461	eTot = 73.0461	
13801; time=2.7602	MaxPSpeed= 0.000384118	MaxPSpin= 0.0085595	eKin = 5.28131e-06	eGrav = 73.046	eTot = 73.046	
13901; time=2.7802	MaxPSpeed= 0.000301595	MaxPSpin= 0.00939824	eKin = 6.375e-06	eGrav = 73.0459	eTot = 73.0459	
14001; time=2.8002	MaxPSpeed= 0.000321355	MaxPSpin= 0.00855713	eKin = 5.24042e-06	eGrav = 73.0458	eTot = 73.0458	
14101; time=2.8202	MaxPSpeed= 0.000384631	MaxPSpin= 0.00862581	eKin = 5.36687e-06	eGrav = 73.0457	eTot = 73.0457	
14201; time=2.8402	MaxPSpeed= 0.000303964	MaxPSpin= 0.00909056	eKin = 6.08232e-06	eGrav = 73.0456	eTot = 73.0456	
14301; time=2.8602	MaxPSpeed= 0.000336039	MaxPSpin= 0.00850792	eKin = 5.17137e-06	eGrav = 73.0454	eTot = 73.0455	
14401; time=2.8802	MaxPSpeed= 0.00034325	MaxPSpin= 0.0092537	eKin = 5.91216e-06	eGrav = 73.0453	eTot = 73.0453	
14501; time=2.9002	MaxPSpeed= 0.000307191	MaxPSpin= 0.0088871	eKin = 5.81692e-06	eGrav = 73.0452	eTot = 73.0452	
14601; time=2.9202	MaxPSpeed= 0.000353832	MaxPSpin= 0.00847672	eKin = 5.14829e-06	eGrav = 73.0451	eTot = 73.0451	
14701; time=2.9402	MaxPSpeed= 0.00028549	MaxPSpin= 0.0100153	eKin = 6.67657e-06	eGrav = 73.045	eTot = 73.045	
14801; time=2.9602	MaxPSpeed= 0.000307432	MaxPSpin= 0.0087373	eKin = 5.57026e-06	eGrav = 73.0449	eTot = 73.0449	
14901; time=2.9802	MaxPSpeed= 0.000367939	MaxPSpin= 0.00855459	eKin = 5.22465e-06	eGrav = 73.0448	eTot = 73.0448	
15001; time=3.0002	MaxPSpeed= 0.000298105	MaxPSpin= 0.00979467	eKin = 6.6548e-06	eGrav = 73.0447	eTot = 73.0447	
15101; time=3.0202	MaxPSpeed= 0.000312808	MaxPSpin= 0.00863328	eKin = 5.3855e-06	eGrav = 73.0445	eTot = 73.0446	
15201; time=3.0402	MaxPSpeed= 0.000379862	MaxPSpin= 0.00846469	eKin = 5.19969e-06	eGrav = 73.0444	eTot = 73.0444	
15301; time=3.0602	MaxPSpeed= 0.000301651	MaxPSpin= 0.0096394	eKin = 6.56657e-06	eGrav = 73.0443	eTot = 73.0443	
15401; time=3.0802	MaxPSpeed= 0.000311724	MaxPSpin= 0.00863074	eKin = 5.38637e-06	eGrav = 73.0442	eTot = 73.0442	
15501; time=3.1002	MaxPSpeed= 0.000372389	MaxPSpin= 0.00844169	eKin = 5.14453e-06	eGrav = 73.0441	eTot = 73.0441	
15601; time=3.1202	MaxPSpeed= 0.000297157	MaxPSpin= 0.00987688	eKin = 6.68031e-06	eGrav = 73.044	eTot = 73.044	
15701; time=3.1402	MaxPSpeed= 0.000310955	MaxPSpin= 0.00866679	eKin = 5.44414e-06	eGrav = 73.0439	eTot = 73.0439	
15801; time=3.1602	MaxPSpeed= 0.000382082	MaxPSpin= 0.00854422	eKin = 5.26288e-06	eGrav = 73.0437	eTot = 73.0437	
15901; time=3.1802	MaxPSpeed= 0.000306058	MaxPSpin= 0.00974864	eKin = 6.70402e-06	eGrav = 73.0436	eTot = 73.0436	
16001; time=3.2002	MaxPSpeed= 0.000319502	MaxPSpin= 0.00868581	eKin = 5.45753e-06	eGrav = 73.0435	eTot = 73.0435	
16101; time=3.2202	MaxPSpeed= 0.000369051	MaxPSpin= 0.00848211	eKin = 5.18341e-06	eGrav = 73.0434	eTot = 73.0434	
16201; time=3.2402	MaxPSpeed= 0.000299743	MaxPSpin= 0.00977208	eKin = 6.60371e-06	eGrav = 73.0433	eTot = 73.0433	
16301; time=3.2602	MaxPSpeed= 0.000316038	MaxPSpin= 0.00881272	eKin = 5.70832e-06	eGrav = 73.0432	eTot = 73.0432	
16401; time=3.2802	MaxPSpeed= 0.000338965	MaxPSpin= 0.00848975	eKin = 5.14683e-06	eGrav = 73.0431	eTot = 73.0431	
16501; time=3.3002	MaxPSpeed= 0.000336767	MaxPSpin= 0.00942399	eKin = 6.09659e-06	eGrav = 73.0429	eTot = 73.0429	
16601; time=3.3202	MaxPSpeed= 0.000305378	MaxPSpin= 0.00887784	eKin = 5.79959e-06	eGrav = 73.0428	eTot = 73.0428	
16701; time=3.3402	MaxPSpeed= 0.000329642	MaxPSpin= 0.00849858	eKin = 5.15379e-06	eGrav = 73.0427	eTot = 73.0427	
16801; time=3.3602	MaxPSpeed= 0.000378327	MaxPSpin= 0.00879226	eKin = 5.52566e-06	eGrav = 73.0426	eTot = 73.0426	
16901; time=3.3802	MaxPSpeed= 0.000305249	MaxPSpin= 0.00913898	eKin = 6.15235e-06	eGrav = 73.0425	eTot = 73.0425	
17001; time=3.4002	MaxPSpeed= 0.000314115	MaxPSpin= 0.00856297	eKin = 5.264e-06	eGrav = 73.0424	eTot = 73.0424	
17101; time=3.4202	MaxPSpeed= 0.000385054	MaxPSpin= 0.00851446	eKin = 5.26813e-06	eGrav = 73.0423	eTot = 73.0423	
17201; time=3.4402	MaxPSpeed= 0.000314299	MaxPSpin= 0.00958448	eKin = 6.58001e-06	eGrav = 73.0421	eTot = 73.0421	
17301; time=3.4602	MaxPSpeed= 0.000312734	MaxPSpin= 0.00885138	eKin = 5.78883e-06	eGrav = 73.042	eTot = 73.042	
17401; time=3.4802	MaxPSpeed= 0.000353288	MaxPSpin= 0.00848506	eKin = 5.16344e-06	eGrav = 73.0419	eTot = 73.0419	
17501; time=3.5002	MaxPSpeed= 0.000319848	MaxPSpin= 0.00950463	eKin = 6.13589e-06	eGrav = 73.0418	eTot = 73.0418	
17601; time=3.5202	MaxPSpeed= 0.000308537	MaxPSpin= 0.00948042	eKin = 6.52048e-06	eGrav = 73.0417	eTot = 73.0417	
17701; time=3.5402	MaxPSpeed= 0.00031824	MaxPSpin= 0.00860148	eKin = 5.32609e-06	eGrav = 73.0416	eTot = 73.0416	
17801; time=3.5602	MaxPSpeed= 0.000393614	MaxPSpin= 0.00854389	eKin = 5.30633e-06	eGrav = 73.0414	eTot = 73.0415	
17901; time=3.5802	MaxPSpeed= 0.000305339	MaxPSpin= 0.00948028	eKin = 6.43369e-06	eGrav = 73.0413	eTot = 73.0413	
18001; time=3.6002	MaxPSpeed= 0.000316546	MaxPSpin= 0.00862663	eKin = 5.37554e-06	eGrav = 73.0412	eTot = 73.0412	
18101; time=3.6202	MaxPSpeed= 0.000385852	MaxPSpin= 0.00846975	eKin = 5.21921e-06	eGrav = 73.0411	eTot = 73.0411	
18201; time=3.6402	MaxPSpeed= 0.000304582	MaxPSpin= 0.00959995	eKin = 6.53112e-06	eGrav = 73.041	eTot = 73.041	
18301; time=3.6602	MaxPSpeed= 0.000314465	MaxPSpin= 0.00865053	eKin = 5.42088e-06	eGrav = 73.0409	eTot = 73.0409	
