time collisionForces hydraulicForces
0 0 0
0.0202 2.09352e-09 0
0.0402 4443.09 0
0.0602 7000.18 0
0.08 9281.8 0
0.1 11002.7 0
0.12 11113.5 0
0.14 9331.84 0
0.16 6917.4 0
0.18 4346.66 0
0.2 2836.39 0
0.22 2069.01 0
0.24 2785.06 0
0.26 4310.48 0
0.28 6276.53 0
0.3002 8331.83 0
0.3202 9414.69 0
0.3402 9058.65 0
0.3602 8098.7 0
0.3802 6593.23 0
0.4002 5183.74 0
0.4202 3743.5 0
0.4402 3295.71 0
0.4602 3859.58 0
0.4802 4689.83 0
0.5002 6330.52 0
0.5202 7581.96 0
0.5402 8251.04 0
0.5602 8131.58 0
0.5802 7574.21 0
0.6002 6304.85 0
0.6202 5253.03 0
0.6402 4490.37 0
0.6602 4101.63 0
0.6802 4318.64 0
0.7002 5180.31 0
0.7202 5812.38 0
0.7402 6605.35 0
0.7602 6583.36 0
0.7802 6021.39 0
0.8002 4766.5 0
0.8202 2370.11 0
0.8402 753.733 0
0.8602 1417.94 0
0.8802 1928.67 0
0.9002 1548.21 0
0.9202 1266.34 0
0.9402 1420.1 0
0.9602 1288.02 0
0.9802 1150.26 0
1.0002 1184.6 0
1.0202 1131.56 0
1.0402 1020.32 0
1.0602 952.883 0
1.0802 955.197 0
1.1002 953.836 0
1.1202 974.658 0
1.1402 948.049 0
1.1602 969.194 0
1.1802 694.086 0
1.2002 583.255 0
1.2202 311.608 0
1.2402 2234.47 0
1.2602 12775.6 0
1.2802 201.638 0
1.3002 722.67 0
1.3202 2557.27 0
1.3402 5972.05 0
1.3602 10214.9 0
1.3802 19314.7 0
1.4002 1519.4 0
1.4202 19656.7 0
1.4402 4128.15 0
1.4602 9620.62 0
1.4802 1414.13 0
1.5002 17513.2 0
1.5202 18995.7 0
1.5402 1364.56 0
1.5602 4912.48 0
1.5802 2673.89 0
1.6002 1605.72 0
1.6202 4013.24 0
1.6402 33307.2 0
1.6602 1480.46 0
1.6802 20873.7 0
1.7002 7869.71 0
1.7202 1135.32 0
1.7402 1248.06 0
1.7602 5115.1 0
1.7802 1370.4 0
1.8002 1578.1 0
1.8202 1691.24 0
1.8402 10518.7 0
1.8602 1707.09 0
1.8802 1668.86 0
1.9002 1765.27 0
1.9202 1765.43 0
1.9402 1661.79 0
1.9602 1661.98 0
1.9802 1662.25 0
2.0002 1748.96 0
2.0202 1888.12 0
2.0402 1875.32 0
2.0602 1871.66 0
2.0802 1866.46 0
2.1002 1866.46 0
2.1202 6923.82 0
2.1402 5884.87 0
2.1602 2608.33 0
2.1802 2125.12 0
2.2002 2552.72 0
2.2202 2328.56 0
2.2402 2321.93 0
2.2602 2318.33 0
2.2802 2313.44 0
2.3002 2307.32 0
2.3202 2299.22 0
2.3402 2288.78 0
2.3602 2274.39 0
2.3802 2256.47 0
2.4002 2233.21 0
2.4202 2172.38 0
2.4402 2105.08 0
2.4602 1992.3 0
2.4802 1964.49 0
2.5002 1964.45 0
2.5202 1964.45 0
2.5402 1964.45 0
2.5602 1964.45 0
2.5802 2071.54 0
2.6002 2068.24 0
2.6202 2067.26 0
2.6402 2067.26 0
2.6602 2067.26 0
2.6802 2067.26 0
2.7002 2067.26 0
2.7202 2067.26 0
2.7402 2066.3 0
2.7602 2066.29 0
2.7802 2066.29 0
2.8002 2066.29 0
2.8202 2066.29 0
2.8402 2066.29 0
2.8602 2066.29 0
2.8802 2065.81 0
2.9002 2065.81 0
2.9202 2065.81 0
2.9402 2065.81 0
2.9602 2065.81 0
2.9802 2065.81 0
3.0002 2065.81 0
3.0202 2065.81 0
3.0402 2065.81 0
3.0602 2065.81 0
3.0802 2065.81 0
3.1002 2065.81 0
3.1202 2065.81 0
3.1402 2065.81 0
3.1602 2065.81 0
3.1802 2065.81 0
3.2002 2065.81 0
3.2202 2065.81 0
3.2402 2065.81 0
3.2602 2065.81 0
3.2802 2065.81 0
3.3002 2065.81 0
3.3202 2065.81 0
3.3402 2065.81 0
3.3602 2065.81 0
3.3802 2065.81 0
3.4002 2065.81 0
3.4202 2065.81 0
3.4402 2065.81 0
3.4602 2065.81 0
3.4802 2065.81 0
3.5002 2065.81 0
3.5202 2065.81 0
3.5402 2065.81 0
3.5602 2065.81 0
3.5802 2065.81 0
3.6002 2065.81 0
3.6202 2065.81 0
3.6402 2065.81 0
3.6602 2065.81 0
3.6802 2065.81 0
3.7002 2065.81 0
3.7202 2065.81 0
3.7402 2065.81 0
3.7602 2065.81 0
3.7802 2065.81 0
3.8002 2065.81 0
3.8202 2065.81 0
3.8402 2065.81 0
3.8602 2065.81 0
3.8802 2065.81 0
3.9002 2065.81 0
3.9202 2065.81 0
3.9402 2065.81 0
3.9602 2065.81 0
3.9802 2065.81 0
4.0002 2065.81 0
4.0202 2065.81 0
4.0402 2065.81 0
4.0602 2065.81 0
4.0802 2065.81 0
4.1002 2065.81 0
4.1202 2065.81 0
4.1402 2065.81 0
4.1602 2065.81 0
4.1802 2065.81 0
