0; time=0	MaxPSpeed= 0	MaxPSpin= 0	eKin = 0	eGrav = 0	eTot = 0	
1501; time=0.3002	MaxPSpeed= 0.259735	MaxPSpin= 0.0709829	eKin = 3.01948	eGrav = 3337.4	eTot = 3340.42	
1601; time=0.3202	MaxPSpeed= 0.118492	MaxPSpin= 0.0515831	eKin = 0.643611	eGrav = 3333.04	eTot = 3333.68	
1701; time=0.3402	MaxPSpeed= 0.0474116	MaxPSpin= 0.0597972	eKin = 0.106978	eGrav = 3332.22	eTot = 3332.32	
1801; time=0.3602	MaxPSpeed= 0.187409	MaxPSpin= 0.0611876	eKin = 1.58522	eGrav = 3334.94	eTot = 3336.53	
1901; time=0.3802	MaxPSpeed= 0.261425	MaxPSpin= 0.0706564	eKin = 3.06911	eGrav = 3340.13	eTot = 3343.2	
2001; time=0.4002	MaxPSpeed= 0.250639	MaxPSpin= 0.0726544	eKin = 2.81934	eGrav = 3346.03	eTot = 3348.85	
2101; time=0.4202	MaxPSpeed= 0.163834	MaxPSpin= 0.0629644	eKin = 1.2146	eGrav = 3350.79	eTot = 3352.01	
2201; time=0.4402	MaxPSpeed= 0.0331252	MaxPSpin= 0.0629078	eKin = 0.0615365	eGrav = 3353.04	eTot = 3353.11	
2301; time=0.4602	MaxPSpeed= 0.0988973	MaxPSpin= 0.0622365	eKin = 0.451295	eGrav = 3352.26	eTot = 3352.72	
2401; time=0.4802	MaxPSpeed= 0.192193	MaxPSpin= 0.0664181	eKin = 1.6727	eGrav = 3348.89	eTot = 3350.56	
2501; time=0.5002	MaxPSpeed= 0.221234	MaxPSpin= 0.0812152	eKin = 2.21784	eGrav = 3344.1	eTot = 3346.32	
2601; time=0.5202	MaxPSpeed= 0.181578	MaxPSpin= 0.103877	eKin = 1.51563	eGrav = 3339.45	eTot = 3340.96	
2701; time=0.5402	MaxPSpeed= 0.0900762	MaxPSpin= 0.135252	eKin = 0.424325	eGrav = 3336.31	eTot = 3336.74	
2801; time=0.5602	MaxPSpeed= 0.0692013	MaxPSpin= 0.165793	eKin = 0.112784	eGrav = 3335.53	eTot = 3335.64	
2901; time=0.5802	MaxPSpeed= 0.118252	MaxPSpin= 0.202091	eKin = 0.753636	eGrav = 3337.14	eTot = 3337.89	
3001; time=0.6002	MaxPSpeed= 0.170839	MaxPSpin= 0.228511	eKin = 1.47348	eGrav = 3340.46	eTot = 3341.93	
3101; time=0.6202	MaxPSpeed= 0.166151	MaxPSpin= 0.246698	eKin = 1.452	eGrav = 3344.32	eTot = 3345.77	
3201; time=0.6402	MaxPSpeed= 0.134355	MaxPSpin= 0.284997	eKin = 0.81888	eGrav = 3347.44	eTot = 3348.25	
3301; time=0.6602	MaxPSpeed= 0.149942	MaxPSpin= 0.339584	eKin = 0.418874	eGrav = 3348.84	eTot = 3349.26	
3401; time=0.6802	MaxPSpeed= 0.177934	MaxPSpin= 0.406096	eKin = 0.831144	eGrav = 3348.12	eTot = 3348.95	
3501; time=0.7002	MaxPSpeed= 0.220737	MaxPSpin= 0.509663	eKin = 1.833	eGrav = 3345.47	eTot = 3347.31	
3601; time=0.7202	MaxPSpeed= 0.284132	MaxPSpin= 0.682389	eKin = 2.84594	eGrav = 3341.64	eTot = 3344.49	
3701; time=0.7402	MaxPSpeed= 0.380166	MaxPSpin= 0.966217	eKin = 3.80762	eGrav = 3337.56	eTot = 3341.36	
3801; time=0.7602	MaxPSpeed= 0.522766	MaxPSpin= 1.40341	eKin = 5.52849	eGrav = 3333.96	eTot = 3339.49	
3901; time=0.7802	MaxPSpeed= 0.715531	MaxPSpin= 2.03002	eKin = 9.2126	eGrav = 3331.04	eTot = 3340.26	
4001; time=0.8002	MaxPSpeed= 0.928961	MaxPSpin= 2.82307	eKin = 15.4837	eGrav = 3328.1	eTot = 3343.59	
4101; time=0.8202	MaxPSpeed= 1.07967	MaxPSpin= 3.46589	eKin = 23.3821	eGrav = 3323.33	eTot = 3346.71	
4201; time=0.8402	MaxPSpeed= 1.11842	MaxPSpin= 3.56935	eKin = 33.0542	eGrav = 3314.1	eTot = 3347.16	
4301; time=0.8602	MaxPSpeed= 1.1759	MaxPSpin= 3.5693	eKin = 48.2338	eGrav = 3298.82	eTot = 3347.06	
4401; time=0.8802	MaxPSpeed= 1.2531	MaxPSpin= 4.1063	eKin = 68.7352	eGrav = 3278.08	eTot = 3346.81	
4501; time=0.9002	MaxPSpeed= 1.34528	MaxPSpin= 4.6971	eKin = 94.5324	eGrav = 3252.39	eTot = 3346.92	
4601; time=0.9202	MaxPSpeed= 1.43788	MaxPSpin= 5.0566	eKin = 125.706	eGrav = 3221.35	eTot = 3347.05	
4701; time=0.9402	MaxPSpeed= 1.59637	MaxPSpin= 5.58645	eKin = 162.507	eGrav = 3184.61	eTot = 3347.11	
4801; time=0.9602	MaxPSpeed= 1.78337	MaxPSpin= 6.27605	eKin = 204.969	eGrav = 3142.28	eTot = 3347.25	
4901; time=0.9802	MaxPSpeed= 1.97216	MaxPSpin= 6.82706	eKin = 253.135	eGrav = 3094.24	eTot = 3347.37	
5001; time=1.0002	MaxPSpeed= 2.16226	MaxPSpin= 7.40964	eKin = 307.148	eGrav = 3040.34	eTot = 3347.49	
5101; time=1.0202	MaxPSpeed= 2.35337	MaxPSpin= 8.06911	eKin = 367.057	eGrav = 2980.6	eTot = 3347.66	
5201; time=1.0402	MaxPSpeed= 2.54525	MaxPSpin= 8.60501	eKin = 432.846	eGrav = 2914.96	eTot = 3347.81	
5301; time=1.0602	MaxPSpeed= 2.73774	MaxPSpin= 8.76598	eKin = 504.495	eGrav = 2843.35	eTot = 3347.85	
5401; time=1.0802	MaxPSpeed= 2.93072	MaxPSpin= 8.76588	eKin = 582.142	eGrav = 2765.69	eTot = 3347.84	
5501; time=1.1002	MaxPSpeed= 3.1241	MaxPSpin= 8.76577	eKin = 665.841	eGrav = 2681.98	eTot = 3347.82	
5601; time=1.1202	MaxPSpeed= 3.3178	MaxPSpin= 8.76567	eKin = 755.597	eGrav = 2592.21	eTot = 3347.81	
5701; time=1.1402	MaxPSpeed= 3.51179	MaxPSpin= 8.76556	eKin = 851.413	eGrav = 2496.38	eTot = 3347.79	
5801; time=1.1602	MaxPSpeed= 3.706	MaxPSpin= 8.76546	eKin = 953.293	eGrav = 2394.49	eTot = 3347.78	
5901; time=1.1802	MaxPSpeed= 3.90041	MaxPSpin= 15.3071	eKin = 1021.69	eGrav = 2290.56	eTot = 3312.24	
6001; time=1.2002	MaxPSpeed= 4.09499	MaxPSpin= 15.307	eKin = 1128.74	eGrav = 2183.39	eTot = 3312.13	
6101; time=1.2202	MaxPSpeed= 4.28972	MaxPSpin= 15.3068	eKin = 1220.24	eGrav = 2069.32	eTot = 3289.56	
6201; time=1.2402	MaxPSpeed= 4.44466	MaxPSpin= 15.3066	eKin = 1330.33	eGrav = 1948.91	eTot = 3279.24	
6301; time=1.2602	MaxPSpeed= 4.64012	MaxPSpin= 21.2537	eKin = 1226.89	eGrav = 1838.74	eTot = 3065.63	
6401; time=1.2802	MaxPSpeed= 4.80856	MaxPSpin= 24.1834	eKin = 1321.83	eGrav = 1735.66	eTot = 3057.49	
6501; time=1.3002	MaxPSpeed= 5.00448	MaxPSpin= 24.1831	eKin = 1337.06	eGrav = 1630.32	eTot = 2967.38	
6601; time=1.3202	MaxPSpeed= 5.1812	MaxPSpin= 24.1828	eKin = 1443.05	eGrav = 1522.88	eTot = 2965.93	
6701; time=1.3402	MaxPSpeed= 5.36144	MaxPSpin= 34.2617	eKin = 1419.15	eGrav = 1416.75	eTot = 2835.9	
6801; time=1.3602	MaxPSpeed= 5.52831	MaxPSpin= 35.216	eKin = 1501.29	eGrav = 1313.04	eTot = 2814.33	
6901; time=1.3802	MaxPSpeed= 5.70707	MaxPSpin= 35.2156	eKin = 1477.58	eGrav = 1205.3	eTot = 2682.87	
7001; time=1.4002	MaxPSpeed= 5.67752	MaxPSpin= 35.2152	eKin = 1561.22	eGrav = 1105.29	eTot = 2666.5	
7101; time=1.4202	MaxPSpeed= 5.52544	MaxPSpin= 47.1911	eKin = 1222.21	eGrav = 1013.92	eTot = 2236.13	
7201; time=1.4402	MaxPSpeed= 5.99688	MaxPSpin= 37.2282	eKin = 1178	eGrav = 941.247	eTot = 2119.25	
7301; time=1.4602	MaxPSpeed= 6.0939	MaxPSpin= 33.6711	eKin = 994.949	eGrav = 882.863	eTot = 1877.81	
7401; time=1.4802	MaxPSpeed= 6.19562	MaxPSpin= 32.8245	eKin = 1008.63	eGrav = 826.599	eTot = 1835.23	
7501; time=1.5002	MaxPSpeed= 4.86144	MaxPSpin= 25.2358	eKin = 932.059	eGrav = 765.636	eTot = 1697.7	
7601; time=1.5202	MaxPSpeed= 4.57369	MaxPSpin= 24.4561	eKin = 749.563	eGrav = 706.356	eTot = 1455.92	
7701; time=1.5402	MaxPSpeed= 4.40222	MaxPSpin= 23.5711	eKin = 716.368	eGrav = 662.377	eTot = 1378.75	
7801; time=1.5602	MaxPSpeed= 4.5984	MaxPSpin= 23.243	eKin = 735.114	eGrav = 614.105	eTot = 1349.22	
7901; time=1.5802	MaxPSpeed= 4.59472	MaxPSpin= 23.1104	eKin = 604.523	eGrav = 573.047	eTot = 1177.57	
8001; time=1.6002	MaxPSpeed= 3.31684	MaxPSpin= 23.1779	eKin = 602.424	eGrav = 535.808	eTot = 1138.23	
8101; time=1.6202	MaxPSpeed= 3.45678	MaxPSpin= 22.3976	eKin = 567.509	eGrav = 495.178	eTot = 1062.69	
8201; time=1.6402	MaxPSpeed= 3.39586	MaxPSpin= 22.1158	eKin = 455.327	eGrav = 461.877	eTot = 917.204	
8301; time=1.6602	MaxPSpeed= 3.06096	MaxPSpin= 21.8341	eKin = 391.844	eGrav = 438.717	eTot = 830.561	
8401; time=1.6802	MaxPSpeed= 3.25609	MaxPSpin= 21.5525	eKin = 345.768	eGrav = 414.242	eTot = 760.009	
8501; time=1.7002	MaxPSpeed= 2.41075	MaxPSpin= 22.3213	eKin = 286.282	eGrav = 401.348	eTot = 687.63	
8601; time=1.7202	MaxPSpeed= 2.33231	MaxPSpin= 23.2897	eKin = 282.182	eGrav = 394.565	eTot = 676.748	
8701; time=1.7402	MaxPSpeed= 2.30004	MaxPSpin= 23.111	eKin = 255.623	eGrav = 387.131	eTot = 642.754	
8801; time=1.7602	MaxPSpeed= 2.2721	MaxPSpin= 22.8246	eKin = 243.235	eGrav = 379.073	eTot = 622.308	
8901; time=1.7802	MaxPSpeed= 2.24418	MaxPSpin= 22.538	eKin = 239.309	eGrav = 372.966	eTot = 612.275	
9001; time=1.8002	MaxPSpeed= 2.21625	MaxPSpin= 22.2518	eKin = 238.995	eGrav = 365.498	eTot = 604.494	
9101; time=1.8202	MaxPSpeed= 2.24419	MaxPSpin= 21.966	eKin = 240.427	eGrav = 356.79	eTot = 597.217	
9201; time=1.8402	MaxPSpeed= 2.39156	MaxPSpin= 21.6805	eKin = 206.533	eGrav = 347.639	eTot = 554.172	
9301; time=1.8602	MaxPSpeed= 2.54552	MaxPSpin= 21.3952	eKin = 204.536	eGrav = 342.61	eTot = 547.146	
9401; time=1.8802	MaxPSpeed= 2.70495	MaxPSpin= 21.1103	eKin = 204.671	eGrav = 336.19	eTot = 540.861	
9501; time=1.9002	MaxPSpeed= 2.86894	MaxPSpin= 20.8257	eKin = 205.835	eGrav = 328.527	eTot = 534.362	
9601; time=1.9202	MaxPSpeed= 3.03676	MaxPSpin= 20.5414	eKin = 208.496	eGrav = 319.734	eTot = 528.23	
9701; time=1.9402	MaxPSpeed= 2.0206	MaxPSpin= 20.2573	eKin = 144.636	eGrav = 317.54	eTot = 462.176	
9801; time=1.9602	MaxPSpeed= 1.99263	MaxPSpin= 19.9735	eKin = 139.081	eGrav = 317.44	eTot = 456.52	
9901; time=1.9802	MaxPSpeed= 1.96465	MaxPSpin= 19.6899	eKin = 135.362	eGrav = 315.727	eTot = 451.089	
10001; time=2.0002	MaxPSpeed= 1.93667	MaxPSpin= 19.4065	eKin = 131.744	eGrav = 312.882	eTot = 444.626	
10101; time=2.0202	MaxPSpeed= 1.90869	MaxPSpin= 19.1233	eKin = 128.54	eGrav = 309.737	eTot = 438.278	
10201; time=2.0402	MaxPSpeed= 1.8807	MaxPSpin= 18.8404	eKin = 127.213	eGrav = 305.852	eTot = 433.065	
10301; time=2.0602	MaxPSpeed= 2.00308	MaxPSpin= 18.5576	eKin = 126.928	eGrav = 301.161	eTot = 428.089	
10401; time=2.0802	MaxPSpeed= 1.82471	MaxPSpin= 18.275	eKin = 98.3344	eGrav = 298.573	eTot = 396.907	
10501; time=2.1002	MaxPSpeed= 1.79671	MaxPSpin= 17.9925	eKin = 95.1808	eGrav = 297.201	eTot = 392.382	
10601; time=2.1202	MaxPSpeed= 1.76871	MaxPSpin= 17.7102	eKin = 87.762	eGrav = 295.023	eTot = 382.785	
10701; time=2.1402	MaxPSpeed= 1.5088	MaxPSpin= 15.0902	eKin = 54.5534	eGrav = 294.41	eTot = 348.963	
10801; time=2.1602	MaxPSpeed= 0.985125	MaxPSpin= 9.85127	eKin = 30.8903	eGrav = 294.551	eTot = 325.441	
10901; time=2.1802	MaxPSpeed= 0.957091	MaxPSpin= 9.57092	eKin = 28.5887	eGrav = 294.085	eTot = 322.674	
11001; time=2.2002	MaxPSpeed= 0.929057	MaxPSpin= 9.29058	eKin = 24.6567	eGrav = 293.201	eTot = 317.858	
11101; time=2.2202	MaxPSpeed= 0.901023	MaxPSpin= 9.01024	eKin = 22.5255	eGrav = 292.942	eTot = 315.468	
11201; time=2.2402	MaxPSpeed= 0.872989	MaxPSpin= 8.7299	eKin = 20.3569	eGrav = 292.669	eTot = 313.026	
11301; time=2.2602	MaxPSpeed= 0.844955	MaxPSpin= 8.44956	eKin = 18.3883	eGrav = 292.398	eTot = 310.786	
11401; time=2.2802	MaxPSpeed= 0.816922	MaxPSpin= 8.16922	eKin = 16.6228	eGrav = 292.122	eTot = 308.744	
11501; time=2.3002	MaxPSpeed= 0.788888	MaxPSpin= 7.88889	eKin = 15.0616	eGrav = 291.834	eTot = 306.895	
11601; time=2.3202	MaxPSpeed= 0.760855	MaxPSpin= 7.60855	eKin = 13.7085	eGrav = 291.524	eTot = 305.232	
11701; time=2.3402	MaxPSpeed= 0.732822	MaxPSpin= 7.32822	eKin = 12.5706	eGrav = 291.181	eTot = 303.751	
11801; time=2.3602	MaxPSpeed= 0.704789	MaxPSpin= 7.04789	eKin = 11.6482	eGrav = 290.79	eTot = 302.438	
11901; time=2.3802	MaxPSpeed= 0.676756	MaxPSpin= 6.76757	eKin = 10.9321	eGrav = 290.333	eTot = 301.265	
12001; time=2.4002	MaxPSpeed= 0.648724	MaxPSpin= 6.48724	eKin = 10.4331	eGrav = 289.789	eTot = 300.222	
12101; time=2.4202	MaxPSpeed= 0.620691	MaxPSpin= 6.97052	eKin = 10.1388	eGrav = 289.121	eTot = 299.26	
12201; time=2.4402	MaxPSpeed= 0.592659	MaxPSpin= 7.42954	eKin = 10.0981	eGrav = 288.264	eTot = 298.363	
12301; time=2.4602	MaxPSpeed= 0.719514	MaxPSpin= 7.67548	eKin = 10.4148	eGrav = 287.141	eTot = 297.556	
12401; time=2.4802	MaxPSpeed= 0.895069	MaxPSpin= 7.68689	eKin = 11.2088	eGrav = 285.651	eTot = 296.859	
12501; time=2.5002	MaxPSpeed= 1.0784	MaxPSpin= 7.68679	eKin = 12.4661	eGrav = 283.756	eTot = 296.222	
12601; time=2.5202	MaxPSpeed= 0.480532	MaxPSpin= 4.80532	eKin = 4.23341	eGrav = 282.388	eTot = 286.622	
12701; time=2.5402	MaxPSpeed= 0.452501	MaxPSpin= 4.52501	eKin = 3.46461	eGrav = 282.639	eTot = 286.103	
12801; time=2.5602	MaxPSpeed= 0.424469	MaxPSpin= 4.2447	eKin = 3.15818	eGrav = 282.486	eTot = 285.644	
12901; time=2.5802	MaxPSpeed= 0.396438	MaxPSpin= 3.96438	eKin = 2.36405	eGrav = 282.403	eTot = 284.767	
13001; time=2.6002	MaxPSpeed= 0.368408	MaxPSpin= 3.68408	eKin = 1.91849	eGrav = 282.402	eTot = 284.321	
13101; time=2.6202	MaxPSpeed= 0.340377	MaxPSpin= 3.40377	eKin = 1.54601	eGrav = 282.402	eTot = 283.948	
13201; time=2.6402	MaxPSpeed= 0.312346	MaxPSpin= 3.12346	eKin = 1.22437	eGrav = 282.402	eTot = 283.627	
13301; time=2.6602	MaxPSpeed= 0.284316	MaxPSpin= 2.84316	eKin = 0.947173	eGrav = 282.402	eTot = 283.349	
13401; time=2.6802	MaxPSpeed= 0.256286	MaxPSpin= 2.56286	eKin = 0.714403	eGrav = 282.402	eTot = 283.117	
13501; time=2.7002	MaxPSpeed= 0.228256	MaxPSpin= 2.28256	eKin = 0.526062	eGrav = 282.402	eTot = 282.928	
13601; time=2.7202	MaxPSpeed= 0.200226	MaxPSpin= 2.00226	eKin = 0.382148	eGrav = 282.402	eTot = 282.784	
13701; time=2.7402	MaxPSpeed= 0.172196	MaxPSpin= 1.72196	eKin = 0.279469	eGrav = 282.402	eTot = 282.682	
13801; time=2.7602	MaxPSpeed= 0.144167	MaxPSpin= 1.44167	eKin = 0.195887	eGrav = 282.402	eTot = 282.598	
13901; time=2.7802	MaxPSpeed= 0.116137	MaxPSpin= 1.16137	eKin = 0.127122	eGrav = 282.402	eTot = 282.529	
14001; time=2.8002	MaxPSpeed= 0.0881082	MaxPSpin= 0.881082	eKin = 0.0731671	eGrav = 282.402	eTot = 282.475	
14101; time=2.8202	MaxPSpeed= 0.0600792	MaxPSpin= 0.600792	eKin = 0.0340208	eGrav = 282.402	eTot = 282.436	
14201; time=2.8402	MaxPSpeed= 0.0320503	MaxPSpin= 0.320503	eKin = 0.00968336	eGrav = 282.402	eTot = 282.412	
14301; time=2.8602	MaxPSpeed= 0.00402165	MaxPSpin= 0.0402165	eKin = 0.00015444	eGrav = 282.402	eTot = 282.402	
14401; time=2.8802	MaxPSpeed= 0.000199505	MaxPSpin= 0.00291535	eKin = 2.23805e-06	eGrav = 282.402	eTot = 282.402	
14501; time=2.9002	MaxPSpeed= 0.000199504	MaxPSpin= 0.00291534	eKin = 2.05537e-06	eGrav = 282.402	eTot = 282.402	
14601; time=2.9202	MaxPSpeed= 0.000199503	MaxPSpin= 0.00291533	eKin = 2.05548e-06	eGrav = 282.402	eTot = 282.402	
14701; time=2.9402	MaxPSpeed= 0.000199502	MaxPSpin= 0.00291532	eKin = 2.05548e-06	eGrav = 282.402	eTot = 282.402	
14801; time=2.9602	MaxPSpeed= 0.000199501	MaxPSpin= 0.00291531	eKin = 2.05547e-06	eGrav = 282.402	eTot = 282.402	
14901; time=2.9802	MaxPSpeed= 0.000199499	MaxPSpin= 0.0029153	eKin = 2.05545e-06	eGrav = 282.402	eTot = 282.402	
15001; time=3.0002	MaxPSpeed= 0.000199498	MaxPSpin= 0.00291529	eKin = 2.05544e-06	eGrav = 282.402	eTot = 282.402	
15101; time=3.0202	MaxPSpeed= 0.000199497	MaxPSpin= 0.00291528	eKin = 2.05543e-06	eGrav = 282.402	eTot = 282.402	
15201; time=3.0402	MaxPSpeed= 0.000199496	MaxPSpin= 0.00291527	eKin = 2.05542e-06	eGrav = 282.402	eTot = 282.402	
15301; time=3.0602	MaxPSpeed= 0.000199495	MaxPSpin= 0.00291526	eKin = 2.05541e-06	eGrav = 282.402	eTot = 282.402	
15401; time=3.0802	MaxPSpeed= 0.000199494	MaxPSpin= 0.00291525	eKin = 2.0554e-06	eGrav = 282.402	eTot = 282.402	
15501; time=3.1002	MaxPSpeed= 0.000199493	MaxPSpin= 0.00291524	eKin = 2.05538e-06	eGrav = 282.402	eTot = 282.402	
15601; time=3.1202	MaxPSpeed= 0.000199492	MaxPSpin= 0.00291522	eKin = 2.05537e-06	eGrav = 282.402	eTot = 282.402	
15701; time=3.1402	MaxPSpeed= 0.00019949	MaxPSpin= 0.00291521	eKin = 2.05536e-06	eGrav = 282.402	eTot = 282.402	
15801; time=3.1602	MaxPSpeed= 0.000199489	MaxPSpin= 0.0029152	eKin = 2.05535e-06	eGrav = 282.402	eTot = 282.402	
15901; time=3.1802	MaxPSpeed= 0.000199488	MaxPSpin= 0.00291519	eKin = 2.05534e-06	eGrav = 282.402	eTot = 282.402	
16001; time=3.2002	MaxPSpeed= 0.000199487	MaxPSpin= 0.00291518	eKin = 2.05533e-06	eGrav = 282.402	eTot = 282.402	
16101; time=3.2202	MaxPSpeed= 0.000199486	MaxPSpin= 0.00291517	eKin = 2.05531e-06	eGrav = 282.402	eTot = 282.402	
16201; time=3.2402	MaxPSpeed= 0.000199485	MaxPSpin= 0.00291516	eKin = 2.0553e-06	eGrav = 282.402	eTot = 282.402	
16301; time=3.2602	MaxPSpeed= 0.000199484	MaxPSpin= 0.00291515	eKin = 2.05529e-06	eGrav = 282.402	eTot = 282.402	
16401; time=3.2802	MaxPSpeed= 0.000199482	MaxPSpin= 0.00291514	eKin = 2.05528e-06	eGrav = 282.402	eTot = 282.402	
16501; time=3.3002	MaxPSpeed= 0.000199481	MaxPSpin= 0.00291513	eKin = 2.05527e-06	eGrav = 282.402	eTot = 282.402	
16601; time=3.3202	MaxPSpeed= 0.00019948	MaxPSpin= 0.00291512	eKin = 2.05526e-06	eGrav = 282.402	eTot = 282.402	
16701; time=3.3402	MaxPSpeed= 0.000199479	MaxPSpin= 0.00291511	eKin = 2.05525e-06	eGrav = 282.402	eTot = 282.402	
16801; time=3.3602	MaxPSpeed= 0.000199478	MaxPSpin= 0.0029151	eKin = 2.05523e-06	eGrav = 282.402	eTot = 282.402	
16901; time=3.3802	MaxPSpeed= 0.000199477	MaxPSpin= 0.00291509	eKin = 2.05522e-06	eGrav = 282.402	eTot = 282.402	
17001; time=3.4002	MaxPSpeed= 0.000199476	MaxPSpin= 0.00291508	eKin = 2.05521e-06	eGrav = 282.402	eTot = 282.402	
17101; time=3.4202	MaxPSpeed= 0.000199474	MaxPSpin= 0.00291507	eKin = 2.0552e-06	eGrav = 282.402	eTot = 282.402	
17201; time=3.4402	MaxPSpeed= 0.000199473	MaxPSpin= 0.00291505	eKin = 2.05519e-06	eGrav = 282.402	eTot = 282.402	
17301; time=3.4602	MaxPSpeed= 0.000199472	MaxPSpin= 0.00291504	eKin = 2.05518e-06	eGrav = 282.402	eTot = 282.402	
17401; time=3.4802	MaxPSpeed= 0.000199471	MaxPSpin= 0.00291503	eKin = 2.05516e-06	eGrav = 282.402	eTot = 282.402	
17501; time=3.5002	MaxPSpeed= 0.00019947	MaxPSpin= 0.00291502	eKin = 2.05515e-06	eGrav = 282.402	eTot = 282.402	
17601; time=3.5202	MaxPSpeed= 0.000199469	MaxPSpin= 0.00291501	eKin = 2.05514e-06	eGrav = 282.402	eTot = 282.402	
17701; time=3.5402	MaxPSpeed= 0.000199468	MaxPSpin= 0.002915	eKin = 2.05513e-06	eGrav = 282.402	eTot = 282.402	
17801; time=3.5602	MaxPSpeed= 0.000199467	MaxPSpin= 0.00291499	eKin = 2.05512e-06	eGrav = 282.402	eTot = 282.402	
17901; time=3.5802	MaxPSpeed= 0.000199465	MaxPSpin= 0.00291498	eKin = 2.05511e-06	eGrav = 282.402	eTot = 282.402	
18001; time=3.6002	MaxPSpeed= 0.000199464	MaxPSpin= 0.00291497	eKin = 2.0551e-06	eGrav = 282.402	eTot = 282.402	
18101; time=3.6202	MaxPSpeed= 0.000199463	MaxPSpin= 0.00291496	eKin = 2.05508e-06	eGrav = 282.402	eTot = 282.402	
18201; time=3.6402	MaxPSpeed= 0.000199462	MaxPSpin= 0.00291495	eKin = 2.05507e-06	eGrav = 282.402	eTot = 282.402	
18301; time=3.6602	MaxPSpeed= 0.000199461	MaxPSpin= 0.00291494	eKin = 2.05506e-06	eGrav = 282.402	eTot = 282.402	
18401; time=3.6802	MaxPSpeed= 0.00019946	MaxPSpin= 0.00291493	eKin = 2.05505e-06	eGrav = 282.402	eTot = 282.402	
18501; time=3.7002	MaxPSpeed= 0.000199459	MaxPSpin= 0.00291492	eKin = 2.05504e-06	eGrav = 282.402	eTot = 282.402	
18601; time=3.7202	MaxPSpeed= 0.000199457	MaxPSpin= 0.00291491	eKin = 2.05503e-06	eGrav = 282.402	eTot = 282.402	
18701; time=3.7402	MaxPSpeed= 0.000199456	MaxPSpin= 0.0029149	eKin = 2.05501e-06	eGrav = 282.402	eTot = 282.402	
18801; time=3.7602	MaxPSpeed= 0.000199455	MaxPSpin= 0.00291489	eKin = 2.055e-06	eGrav = 282.402	eTot = 282.402	
18901; time=3.7802	MaxPSpeed= 0.000199454	MaxPSpin= 0.00291487	eKin = 2.05499e-06	eGrav = 282.402	eTot = 282.402	
19001; time=3.8002	MaxPSpeed= 0.000199453	MaxPSpin= 0.00291486	eKin = 2.05498e-06	eGrav = 282.402	eTot = 282.402	
19101; time=3.8202	MaxPSpeed= 0.000199452	MaxPSpin= 0.00291485	eKin = 2.05497e-06	eGrav = 282.402	eTot = 282.402	
19201; time=3.8402	MaxPSpeed= 0.000199451	MaxPSpin= 0.00291484	eKin = 2.05496e-06	eGrav = 282.402	eTot = 282.402	
19301; time=3.8602	MaxPSpeed= 0.00019945	MaxPSpin= 0.00291483	eKin = 2.05495e-06	eGrav = 282.402	eTot = 282.402	
19401; time=3.8802	MaxPSpeed= 0.000199448	MaxPSpin= 0.00291482	eKin = 2.05493e-06	eGrav = 282.402	eTot = 282.402	
19501; time=3.9002	MaxPSpeed= 0.000199447	MaxPSpin= 0.00291481	eKin = 2.05492e-06	eGrav = 282.402	eTot = 282.402	
