time collisionForces hydraulicForces
0 0 0
0.0202 103.071 0
0.0402 103.08 0
0.0602 103.08 0
0.08 103.08 0
0.1 103.08 0
0.12 103.08 0
0.14 103.08 0
0.16 103.08 0
0.18 103.08 0
0.2 103.08 0
0.22 103.08 0
0.24 103.08 0
0.26 103.08 0
0.28 103.08 0
0.3002 103.08 0
0.3202 103.08 0
0.3402 103.08 0
0.3602 103.08 0
0.3802 103.08 0
0.4002 103.08 0
0.4202 103.08 0
0.4402 103.08 0
0.4602 103.08 0
0.4802 103.08 0
0.5002 103.08 0
0.5202 103.08 0
0.5402 103.08 0
0.5602 103.08 0
0.5802 103.08 0
0.6002 103.08 0
0.6202 103.08 0
0.6402 103.08 0
0.6602 103.08 0
0.6802 103.08 0
0.7002 103.08 0
