time collisionForces hydraulicForces
0 0 0
0.0202 5.72593e-10 0
0.0402 4471.32 0
0.0602 7127.93 0
0.08 9674.7 0
0.1 11192.5 0
0.12 11327.1 0
0.14 10578.7 0
0.16 8278.37 0
0.18 6472.19 0
0.2 4966.36 0
0.22 4363.06 0
0.24 4817.03 0
0.26 5877.11 0
0.28 7035.2 0
0.3002 10124.8 0
0.3202 9318.28 0
0.3402 8769.9 0
0.3602 8366.97 0
0.3802 7736.76 0
0.4002 5435.61 0
0.4202 3909.04 0
0.4402 2760.01 0
0.4602 1762.14 0
0.4802 1743.16 0
0.5002 1740.09 0
0.5202 1604.74 0
0.5402 1446.43 0
0.5602 1356.14 0
0.5802 1245.64 0
0.6002 1219.49 0
0.6202 1209.22 0
0.6402 1175.54 0
0.6602 1118.5 0
0.6802 1029.03 0
0.7002 956.103 0
0.7202 912.266 0
0.7402 893.54 0
0.7602 862.338 0
0.7802 13574.6 0
0.8002 9712.42 0
0.8202 2546.52 0
0.8402 859.592 0
0.8602 12004.9 0
0.8802 3333.97 0
0.9002 580.9 0
0.9202 207.503 0
0.9402 6738.51 0
0.9602 32493.5 0
0.9802 2885.57 0
1.0002 9680.15 0
1.0202 2099.47 0
1.0402 11447.1 0
1.0602 45854.4 0
1.0802 9530.75 0
1.1002 555.935 0
1.1202 429.092 0
1.1402 530.963 0
1.1602 3934.53 0
1.1802 3785.04 0
1.2002 3027.01 0
1.2202 843.788 0
1.2402 38167.8 0
1.2602 843.874 0
1.2802 2018.64 0
1.3002 947.997 0
1.3202 1039.46 0
1.3402 2648.88 0
1.3602 1541.31 0
1.3802 1356.01 0
1.4002 1355.89 0
1.4202 1698.22 0
1.4402 1674.38 0
1.4602 1667.46 0
1.4802 4052.33 0
1.5002 1713.22 0
1.5202 1771.26 0
1.5402 1778.22 0
1.5602 1674.55 0
1.5802 1784.56 0
1.6002 2198.26 0
1.6202 2118.1 0
1.6402 2102.99 0
1.6602 2113.3 0
1.6802 2132.62 0
1.7002 7115.81 0
1.7202 2137.59 0
1.7402 2138.51 0
1.7602 7002.26 0
1.7802 2130.09 0
1.8002 2232.02 0
1.8202 2228.45 0
1.8402 2325.33 0
1.8602 2348.78 0
1.8802 2285.7 0
1.9002 2223.72 0
1.9202 2216.18 0
1.9402 2201.37 0
1.9602 2189.76 0
1.9802 2167.79 0
2.0002 2217.67 0
2.0202 2194.51 0
2.0402 1946.36 0
2.0602 2362.11 0
2.0802 2278.68 0
2.1002 2302.33 0
2.1202 3333.09 0
2.1402 2290.2 0
2.1602 2382.14 0
2.1802 2381.62 0
2.2002 2370.46 0
2.2202 2362.49 0
2.2402 2357.33 0
2.2602 2336.49 0
2.2802 2336.84 0
2.3002 2312.01 0
2.3202 2277.61 0
2.3402 2248.57 0
2.3602 2180.91 0
2.3802 2098.43 0
2.4002 2099.42 0
2.4202 2106.58 0
2.4402 2106.52 0
2.4602 2106.52 0
2.4802 2106.52 0
2.5002 2106.52 0
2.5202 2106.52 0
2.5402 2210.06 0
2.5602 2210.29 0
2.5802 2210.29 0
2.6002 2210.29 0
2.6202 2210.29 0
2.6402 2210.29 0
2.6602 2210.29 0
2.6802 2210.29 0
2.7002 2210.29 0
2.7202 2210.29 0
2.7402 2210.29 0
2.7602 2217.36 0
2.7802 2217.38 0
2.8002 2217.38 0
2.8202 2217.38 0
2.8402 2217.38 0
2.8602 2217.38 0
2.8802 2217.38 0
2.9002 2217.38 0
2.9202 2217.38 0
2.9402 2217.38 0
2.9602 2217.38 0
2.9802 2217.38 0
3.0002 2217.38 0
3.0202 2217.38 0
3.0402 2217.38 0
3.0602 2217.38 0
3.0802 2217.38 0
3.1002 2217.38 0
3.1202 2217.38 0
3.1402 2217.38 0
3.1602 2217.38 0
3.1802 2217.38 0
3.2002 2217.38 0
3.2202 2217.38 0
3.2402 2217.38 0
3.2602 2217.38 0
3.2802 2217.38 0
3.3002 2217.38 0
3.3202 2217.38 0
3.3402 2217.38 0
3.3602 2217.38 0
3.3802 2217.38 0
3.4002 2217.38 0
3.4202 2217.38 0
3.4402 2217.38 0
3.4602 2217.38 0
3.4802 2217.38 0
3.5002 2217.38 0
3.5202 2217.38 0
3.5402 2217.38 0
3.5602 2217.38 0
3.5802 2217.38 0
3.6002 2217.38 0
3.6202 2217.38 0
3.6402 2217.38 0
3.6602 2217.38 0
3.6802 2217.38 0
3.7002 2217.38 0
3.7202 2217.38 0
3.7402 2217.38 0
3.7602 2217.38 0
3.7802 2217.38 0
3.8002 2217.38 0
3.8202 2217.38 0
3.8402 2217.38 0
3.8602 2217.38 0
3.8802 2217.38 0
3.9002 2217.38 0
3.9202 2217.38 0
3.9402 2217.38 0
3.9602 2217.38 0
3.9802 2217.38 0
4.0002 2217.38 0
4.0202 2217.38 0
4.0402 2217.38 0
4.0602 2217.38 0
4.0802 2217.38 0
4.1002 2217.38 0
4.1202 2217.38 0
4.1402 2217.38 0
4.1602 2217.38 0
4.1802 2217.38 0
4.2 2217.38 0
4.22 2217.38 0
4.24 2217.38 0
4.26 2217.38 0
4.28 2217.38 0
4.3 2217.38 0
4.32 2217.38 0
4.34 2217.38 0
4.36 2217.38 0
4.38 2217.38 0
4.4 2217.38 0
4.42 2217.38 0
4.44 2217.38 0
4.46 2217.38 0
4.48 2217.38 0
4.5 2217.38 0
4.52 2217.38 0
4.54 2217.38 0
4.56 2217.38 0
4.58 2217.38 0
4.6 2217.38 0
4.62 2217.38 0
4.64 2217.38 0
4.66 2217.38 0
4.68 2217.38 0
4.7 2217.38 0
4.72 2217.38 0
4.74 2217.38 0
4.76 2217.38 0
4.78 2217.38 0
4.8 2217.38 0
4.82 2217.38 0
4.84 2217.38 0
4.86 2217.38 0
4.88 2217.38 0
4.9 2217.38 0
4.92 2217.38 0
4.94 2217.38 0
4.96 2217.38 0
4.98 2217.38 0
5 2217.38 0
5.02 2217.38 0
5.04 2217.38 0
5.06 2217.38 0
5.08 2217.38 0
5.1 2217.38 0
5.12 2217.38 0
5.14 2217.38 0
5.16 2217.38 0
5.18 2217.38 0
5.2 2217.38 0
5.22 2217.38 0
5.24 2217.38 0
5.26 2217.38 0
5.28 2217.38 0
5.3 2217.38 0
5.32 2217.38 0
5.34 2217.38 0
5.36 2217.38 0
