time collisionForces hydraulicForces
5.34 0 0
5.36 0 0
5.38 0 0
5.4 181.644 0
5.42 3483.33 0
5.44 3936.92 0
5.46 0 0
5.48 678.186 0
5.5 0 0
5.52 109.684 0
5.54 0 0
5.56 0 0
5.58 3467.69 0
5.6 0 0
5.62 0 0
5.64 9884.92 0
5.66 0 0
5.68 0 0
5.7 0 0
5.72 0 0
5.74 3224.91 0
5.76 3116.22 0
5.78 773.004 0
5.8 0 0
5.82 544.424 0
5.84 0 0
5.86 0 0
5.88 0 0
5.9 1730.83 0
5.92 0 0
5.94 0 0
5.96 0 0
5.98 0 0
6 0 0
6.02 0 0
6.04 0 0
6.06 4513.51 0
6.08 11862.9 0
6.1 0 0
6.12 771.181 0
6.14 3791.32 0
6.16 368.556 0
6.18 0 0
6.2 0 0
6.22 6475.12 0
6.24 0 0
6.26 0 0
6.28 0 0
6.3 0 0
6.32 12188.5 0
6.34 0 0
6.36 11596.8 0
6.38 123.711 0
6.4 0 0
6.42 17433.9 0
6.44 5929.43 0
6.46 706.182 0
6.48 0 0
6.5 2686.19 0
6.52 0 0
6.54 0 0
6.56 0 0
6.58 0 0
6.6 0 0
6.62 156.094 0
6.64 0 0
6.66 0 0
6.68 2131.93 0
6.7 4172.49 0
6.72 330.072 0
6.74 24024 0
6.76 763.322 0
6.78 0 0
6.8 4412.19 0
6.82 0 0
6.84 10929.4 0
6.86 10363.5 0
6.88 17277.3 0
6.9 19421.7 0
6.92 0 0
6.94 0 0
6.96 4076.63 0
6.98 0 0
7 0 0
7.02 2011.13 0
7.04 0 0
7.06 515.992 0
7.08 0 0
7.1 26109.3 0
7.12 0 0
7.14 411.239 0
7.16 0 0
7.18 0 0
7.2 0 0
7.22 0 0
7.24 5918.58 0
7.26 0 0
7.28 3028.76 0
7.3 0 0
7.32 0 0
7.34 0 0
7.36 80.014 0
7.38 0 0
7.4 662.507 0
7.42 7122.44 0
7.44 724.265 0
7.46 7126.8 0
7.48 207.794 0
7.5 12098.2 0
7.52 0 0
7.54 0 0
7.56 7084.16 0
7.58 0 0
7.6 0 0
7.62 0 0
7.64 0 0
7.66 0 0
7.68 2570.1 0
7.7 293.348 0
7.72 0 0
7.74 753.846 0
7.76 0 0
7.78 608.32 0
7.8 0 0
7.82 0 0
7.84 0 0
7.86 4156.62 0
7.88 0 0
7.9 0 0
7.92 0 0
7.94 5363.68 0
7.96 5211.55 0
7.98 0 0
8 0 0
8.02 0 0
8.04 6379.02 0
8.06 0 0
8.08 779.352 0
8.1 0 0
8.12 439.692 0
8.14 0 0
8.16 0 0
8.18 0 0
8.2 0 0
