time collisionForces hydraulicForces
0 0 0
0.0202 8.43258e-08 0
0.0402 5975.61 0
0.0602 8326.65 0
0.08 9973.07 0
0.1 11120 0
0.12 12569.1 0
0.14 11371.9 0
0.16 9395.56 0
0.18 5990.47 0
0.2 4893.01 0
0.22 3984.71 0
0.24 3253.17 0
0.26 6194.97 0
0.28 8648.13 0
0.3002 10172.6 0
0.3202 14555.9 0
0.3402 17237.8 0
0.3602 17587.6 0
0.3802 9177.15 0
0.4002 15872.6 0
0.4202 8223.42 0
0.4402 7873.34 0
0.4602 7582.65 0
0.4802 7569.89 0
0.5002 7713.43 0
0.5202 8421.08 0
0.5402 10643.7 0
0.5602 11329.6 0
0.5802 13407.2 0
0.6002 10378.7 0
0.6202 14849.7 0
0.6402 9544.84 0
0.6602 12318.4 0
0.6802 19643.7 0
0.7002 13925.9 0
0.7202 18561.6 0
0.7402 14398.7 0
0.7602 6689.57 0
0.7802 9945.74 0
0.8002 3388.93 0
0.8202 10507.4 0
0.8402 4423.16 0
0.8602 2878.6 0
0.8802 1897.45 0
0.9002 840.488 0
0.9202 26721.6 0
0.9402 44511.9 0
0.9602 65384.7 0
0.9802 74828 0
1.0002 61386.6 0
1.0202 46846.3 0
1.0402 22469.8 0
1.0602 20539.1 0
1.0802 10524.9 0
1.1002 1733.43 0
1.1202 6802.88 0
1.1402 4296.8 0
1.1602 3679.07 0
1.1802 2943.37 0
1.2002 0 0
1.2202 71.9241 0
1.2402 5880.31 0
1.2602 9928.89 0
1.2802 7020.05 0
1.3002 8735.09 0
1.3202 19972.5 0
1.3402 14277.8 0
1.3602 9114.2 0
1.3802 15023 0
1.4002 20340.3 0
1.4202 16398.4 0
1.4402 810.647 0
1.4602 4429.99 0
1.4802 0 0
1.5002 341.65 0
1.5202 4661.45 0
1.5402 3134.16 0
1.5602 2934.13 0
1.5802 0 0
1.6002 297.903 0
1.6202 652.27 0
1.6402 2149 0
1.6602 3007.59 0
1.6802 35430.4 0
1.7002 0 0
1.7202 587.004 0
1.7402 0 0
1.7602 0 0
1.7802 1878.77 0
1.8002 12699.5 0
1.8202 738.491 0
1.8402 26569.8 0
1.8602 34812.1 0
1.8802 1652.71 0
1.9002 176.608 0
1.9202 0 0
1.9402 0 0
1.9602 13588 0
1.9802 4246.92 0
2.0002 5188.53 0
2.0202 0 0
2.0402 2953.67 0
2.0602 0 0
2.0802 0 0
2.1002 52076.1 0
2.1202 14211.8 0
2.1402 0 0
2.1602 764.929 0
2.1802 0 0
2.2002 4090.1 0
2.2202 0 0
2.2402 0 0
2.2602 0 0
2.2802 0 0
2.3002 0 0
2.3202 0 0
2.3402 0 0
2.3602 16363.5 0
2.3802 0 0
2.4002 7439.91 0
2.4202 0 0
2.4402 0 0
2.4602 7551.3 0
2.4802 1541.4 0
2.5002 5599.17 0
2.5202 2924.07 0
2.5402 457.957 0
2.5602 0 0
2.5802 0 0
2.6002 0 0
2.6202 13120.9 0
2.6402 0 0
2.6602 0 0
2.6802 1781.87 0
2.7002 0 0
2.7202 0 0
2.7402 0 0
2.7602 14.4527 0
2.7802 0 0
2.8002 5118.38 0
2.8202 0 0
2.8402 1082.47 0
2.8602 0 0
2.8802 279.875 0
2.9002 0 0
2.9202 2525.22 0
2.9402 0 0
2.9602 0 0
2.9802 7120.2 0
3.0002 0 0
3.0202 3798.34 0
3.0402 0 0
3.0602 0 0
3.0802 0 0
3.1002 206.068 0
3.1202 0 0
3.1402 11300.2 0
3.1602 0 0
3.1802 9322.64 0
3.2002 0 0
3.2202 89.107 0
3.2402 8982.13 0
3.2602 0 0
3.2802 0 0
3.3002 0 0
3.3202 0 0
3.3402 0 0
3.3602 6306.66 0
3.3802 0 0
3.4002 0 0
3.4202 0 0
3.4402 391.032 0
3.4602 0 0
3.4802 774.631 0
3.5002 0 0
3.5202 536.932 0
3.5402 0 0
3.5602 0 0
3.5802 0 0
3.6002 34187 0
3.6202 0 0
3.6402 5440.39 0
3.6602 7809.95 0
3.6802 0 0
3.7002 0 0
3.7202 0 0
3.7402 0 0
3.7602 16763.3 0
3.7802 553.844 0
3.8002 0 0
3.8202 771.366 0
3.8402 0 0
3.8602 370.278 0
3.8802 19832.7 0
3.9002 0 0
3.9202 0 0
3.9402 0 0
3.9602 6513.03 0
3.9802 0 0
4.0002 0 0
4.0202 0 0
4.0402 5443.9 0
4.0602 0 0
4.0802 114.134 0
4.1002 0 0
4.1202 680.144 0
4.1402 0 0
4.1602 711.7 0
4.1802 6627.02 0
4.2 238.005 0
4.22 11307.9 0
4.24 4598.2 0
4.26 4964.98 0
4.28 17255 0
4.3 2109.05 0
4.32 0 0
4.34 0 0
4.36 16076.4 0
4.38 0 0
4.4 0 0
4.42 252.886 0
4.44 5281.57 0
4.46 740.605 0
4.48 0 0
4.5 4536.42 0
4.52 0 0
4.54 39.2096 0
4.56 0 0
4.58 0 0
4.6 0 0
4.62 0 0
4.64 0 0
4.66 0 0
4.68 0 0
4.7 0 0
4.72 0 0
4.74 2354.72 0
4.76 439.448 0
4.78 0 0
4.8 779.395 0
4.82 0 0
4.84 6302.94 0
4.86 0 0
4.88 0 0
4.9 0 0
4.92 0 0
4.94 372.036 0
4.96 27247.6 0
4.98 0 0
5 0 0
5.02 0 0
5.04 5777.16 0
5.06 0 0
5.08 6173.24 0
5.1 2381.09 0
5.12 0 0
5.14 758.485 0
5.16 4488.52 0
5.18 311.223 0
5.2 0 0
5.22 0 0
5.24 0 0
5.26 2886.65 0
5.28 0 0
5.3 10441.3 0
5.32 12112.1 0
