0 1.71965
0.01005 1.71928
0.02 1.71889
0.03 1.71769
0.04 1.7176
0.05 1.71874
0.06 1.71943
0.07 1.71848
0.08005 1.71794
0.09005 1.71875
0.10005 1.71961
0.11005 1.71867
0.12005 1.71831
0.13005 1.72007
0.14005 1.71785
