918
0	1	2.32100000e-03	4.44259108e-03	5.00000000e-03	2.31443725e-03	4.29782985e-04	0.00000000e+00	3.08421079e-04	0.00000000e+00	-1.31455309e-03	0.00000000e+00	1.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
1	1	2.34300000e-03	2.33405915e-03	5.00000000e-03	6.47023954e-03	-2.96309580e-05	0.00000000e+00	1.98307069e-04	0.00000000e+00	-7.06376942e-03	0.00000000e+00	1.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
2	1	2.20000000e-03	4.86522719e-03	5.00000000e-03	1.02377777e-02	1.10881761e-03	0.00000000e+00	-6.57167240e-04	0.00000000e+00	-6.48508820e-03	0.00000000e+00	1.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
3	1	2.35500000e-03	2.35491026e-03	5.00000000e-03	1.40382639e-02	-2.37267275e-04	0.00000000e+00	-1.69971622e-03	0.00000000e+00	-4.49653018e-04	0.00000000e+00	1.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
4	1	2.35300000e-03	5.07000389e-03	5.00000000e-03	1.78855115e-02	4.73000786e-04	0.00000000e+00	5.56385197e-04	0.00000000e+00	-8.53360203e-03	0.00000000e+00	1.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
5	1	2.16900000e-03	2.16256122e-03	5.00000000e-03	2.13357926e-02	1.41217380e-04	0.00000000e+00	4.15739813e-04	0.00000000e+00	3.04840633e-03	0.00000000e+00	1.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
6	1	2.31600000e-03	7.22648230e-03	5.00000000e-03	2.20262726e-02	-2.59254129e-04	0.00000000e+00	1.07417820e-03	0.00000000e+00	-9.24999341e-03	0.00000000e+00	1.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
7	1	2.14600000e-03	2.14238466e-03	5.00000000e-03	2.56433127e-02	2.34388069e-04	0.00000000e+00	3.97424971e-04	0.00000000e+00	-5.97501849e-03	0.00000000e+00	1.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
8	1	2.29000000e-03	2.26742034e-03	5.00000000e-03	3.00720553e-02	6.28647477e-05	0.00000000e+00	2.73965767e-04	0.00000000e+00	1.52925187e-02	0.00000000e+00	1.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
9	1	2.22600000e-03	2.22494733e-03	5.00000000e-03	3.45737369e-02	-2.37885660e-04	0.00000000e+00	1.80115999e-04	0.00000000e+00	2.62892184e-03	0.00000000e+00	1.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00	0.00000000e+00
