time collisionForces hydraulicForces
0 0 0
0.0202 4.54841e-16 0
0.0402 3.62362e-16 0
0.0602 3.62362e-16 0
0.08 3.62362e-16 0
0.1 3.62362e-16 0
0.12 3.62362e-16 0
0.14 3.62362e-16 0
0.16 3.62362e-16 0
0.18 3.62362e-16 0
0.2 3.62362e-16 0
0.22 3.62362e-16 0
0.24 3.62362e-16 0
0.26 3.62362e-16 0
0.28 3.62362e-16 0
0.3002 3.62362e-16 0
0.3202 3.62362e-16 0
0.3402 3.62362e-16 0
0.3602 3.62362e-16 0
0.3802 3.62362e-16 0
0.4002 3.62362e-16 0
0.4202 3.62362e-16 0
0.4402 3.62362e-16 0
0.4602 3.62362e-16 0
0.4802 3.62362e-16 0
0.5002 3.62362e-16 0
0.5202 3.62362e-16 0
0.5402 3.62362e-16 0
0.5602 3.62362e-16 0
0.5802 3.62362e-16 0
0.6002 3.62362e-16 0
0.6202 3.62362e-16 0
0.6402 3.62362e-16 0
0.6602 5651.34 0
0.6802 0 0
0.7002 0 0
0.7202 8045.06 0
0.7402 22926.9 0
0.7602 46344 0
0.7802 18212.4 0
0.8002 0 0
0.8202 175.337 0
0.8402 290.64 0
0.8602 289.62 0
0.8802 2547.24 0
0.9002 909.035 0
0.9202 6226.22 0
0.9402 4246.05 0
0.9602 1670.74 0
0.9802 1115.64 0
1.0002 1653.34 0
1.0202 1508.12 0
1.0402 1512.46 0
1.0602 2320.92 0
1.0802 1377.53 0
1.1002 1648.11 0
1.1202 1533.93 0
1.1402 1487.82 0
1.1602 1848.01 0
1.1802 1871.25 0
1.2002 1725.34 0
1.2202 1701.34 0
1.2402 1925.28 0
1.2602 1642.87 0
1.2802 1489.68 0
1.3002 1585 0
1.3202 1670.31 0
1.3402 1646.92 0
1.3602 1831.44 0
1.3802 2529.16 0
1.4002 1796.91 0
1.4202 1889.89 0
1.4402 1868.38 0
1.4602 2839.26 0
1.4802 1756.25 0
1.5002 3461.72 0
1.5202 2691.65 0
1.5402 1935.33 0
1.5602 2020.31 0
1.5802 1866.03 0
1.6002 2650.63 0
1.6202 1718.69 0
1.6402 1769.5 0
1.6602 1930.07 0
1.6802 2036.76 0
1.7002 1873.29 0
1.7202 1865.31 0
1.7402 1993.53 0
1.7602 1828.93 0
1.7802 2350.95 0
1.8002 1897.59 0
1.8202 1820.76 0
1.8402 1842.6 0
1.8602 2004.38 0
1.8802 1914.88 0
1.9002 1913.21 0
1.9202 1906.62 0
1.9402 1902.96 0
1.9602 1971.61 0
1.9802 2101.85 0
2.0002 1922.6 0
2.0202 2092.06 0
2.0402 1880.51 0
2.0602 2613.84 0
2.0802 2202.86 0
2.1002 2215.88 0
2.1202 1877.07 0
2.1402 2021.73 0
2.1602 2002.21 0
2.1802 2984.95 0
2.2002 1827.4 0
2.2202 2005.87 0
2.2402 2069.65 0
2.2602 2016.29 0
2.2802 1850.12 0
2.3002 1822.22 0
2.3202 2050.07 0
2.3402 2109.03 0
2.3602 1979.05 0
2.3802 1915.62 0
2.4002 1909.51 0
2.4202 2306.13 0
2.4402 1956.74 0
2.4602 1894.05 0
