time n_walls x (FParticle_X FParticle_Y FParticle_Z FHydro_X FHydro_Y FHydro_Z)
0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.01005 4 -0.102841 0 -1.60363e-05 0 0 0 0 0 0 0 0 0 0.000214271 0 -0.307929 0 0 0 0 0 0 0 0 0
0.02 4 -0.116489 0 -8.24464e-05 0 0 0 0 0 0 0 0 0 0.000199818 0 -0.410471 0 0 0 0 0 0 0 0 0
0.03 4 -0.182169 0 -7.43606e-05 0 0 0 0 0 0 0 0 0 0.000264565 0 -0.536266 0 0 0 0 0 0 0 0 0
0.04 4 -0.125019 0 -4.61647e-05 0 0 0 0.372679 0 -0.000229615 0 0 0 0.000250416 0 -0.64114 0 0 0 0 0 0 0 0 0
0.05 4 -0.164733 0 -8.99594e-05 0 0 0 0.254998 0 0.000151081 0 0 0 0.000106161 0 -1.03293 0 0 0 0 0 0 0 0 0
0.06 4 -0.144723 0 2.22235e-05 0 0 0 0.293439 0 3.10086e-05 0 0 0 0.000170042 0 -0.594139 0 0 0 0 0 0 0 0 0
0.07 4 -0.060894 0 -4.05108e-05 0 0 0 0.138874 0 -7.76336e-05 0 0 0 -9.13569e-05 0 -0.317148 0 0 0 0 0 0 0 0 0
0.08005 4 -0.185304 0 -7.76338e-05 0 0 0 0.245959 0 -0.000113955 0 0 0 0.000102851 0 -0.670888 0 0 0 0 0 0 0 0 0
0.09005 4 -0.118687 0 -0.000105535 0 0 0 0.219953 0 9.62122e-05 0 0 0 0.000212255 0 -0.518504 0 0 0 0 0 0 0 0 0
0.10005 4 -0.125941 0 -5.28604e-05 0 0 0 0.18703 0 0.000126885 0 0 0 0.000264004 0 -0.598456 0 0 0 0 0 0 0 0 0
0.11005 4 -0.158252 0 -4.58643e-05 0 0 0 0.189059 0 3.44037e-05 0 0 0 0.000133867 0 -0.516189 0 0 0 0 0 0 0 0 0
0.12005 4 -0.138765 0 -8.90761e-06 0 0 0 0.118407 0 -1.5031e-07 0 0 0 -0.000143809 0 -0.480547 0 0 0 0 0 0 0 0 0
0.13005 4 -0.216706 0 -2.0942e-05 0 0 0 0.202941 0 -6.19939e-06 0 0 0 -0.000179707 0 -0.631261 0 0 0 0 0 0 0 0 0
0.14005 4 -0.199281 0 -4.60433e-05 0 0 0 0.147024 0 7.07211e-06 0 0 0 -0.000133547 0 -0.599181 0 0 0 0 0 0 0 0 0
0.15005 4 -0.09979 0 1.24358e-05 0 0 0 0.150761 0 -2.50641e-05 0 0 0 -4.80961e-05 0 -0.523909 0 0 0 0 0 0 0 0 0
0.16005 4 -0.157225 0 2.36489e-05 0 0 0 0.126708 0 -9.14127e-06 0 0 0 3.28402e-05 0 -0.56179 0 0 0 0 0 0 0 0 0
0.17005 4 -0.175847 0 -3.54761e-05 0 0 0 0.166629 0 6.44862e-06 0 0 0 1.08198e-05 0 -0.610913 0 0 0 0 0 0 0 0 0
0.18005 4 -0.145384 0 -6.19003e-06 0 0 0 0.138167 0 1.21639e-05 0 0 0 8.30823e-05 0 -0.514801 0 0 0 0 0 0 0 0 0
0.19005 4 -0.1578 0 -1.36613e-05 0 0 0 0.15763 0 -1.33118e-05 0 0 0 -6.18642e-05 0 -0.541049 0 0 0 0 0 0 0 0 0
0.20005 4 -0.150876 0 3.89681e-05 0 0 0 0.162082 0 8.04157e-06 0 0 0 -2.34279e-05 0 -0.586667 0 0 0 0 0 0 0 0 0
