time collisionForces hydraulicForces
0 0 0
0.0202 305.434 0
0.0402 102.73 0
0.0602 102.73 0
0.08 102.73 0
0.1 102.73 0
0.12 102.73 0
0.14 102.73 0
0.16 102.73 0
0.18 102.73 0
0.2 102.73 0
0.22 102.73 0
0.24 102.73 0
0.26 102.73 0
0.28 102.73 0
0.3002 102.73 0
0.3202 102.73 0
0.3402 102.73 0
0.3602 102.73 0
0.3802 102.73 0
0.4002 102.73 0
0.4202 102.73 0
0.4402 102.73 0
0.4602 102.73 0
0.4802 102.73 0
0.5002 102.73 0
0.5202 102.73 0
0.5402 102.73 0
0.5602 102.73 0
0.5802 102.73 0
0.6002 102.73 0
0.6202 102.73 0
0.6402 102.73 0
0.6602 102.73 0
0.6802 102.73 0
0.7002 102.73 0
0.7202 102.73 0
0.7402 102.73 0
0.7602 102.73 0
0.7802 102.73 0
0.8002 102.73 0
0.8202 102.73 0
0.8402 102.73 0
0.8602 102.73 0
0.8802 102.73 0
0.9002 102.73 0
0.9202 102.73 0
0.9402 102.73 0
0.9602 102.73 0
0.9802 102.73 0
1.0002 102.73 0
1.0202 102.73 0
1.0402 102.73 0
1.0602 102.73 0
1.0802 102.73 0
1.1002 102.73 0
1.1202 102.73 0
1.1402 102.73 0
1.1602 102.73 0
1.1802 102.73 0
1.2002 102.73 0
1.2202 102.73 0
1.2402 102.73 0
1.2602 102.73 0
1.2802 102.73 0
1.3002 102.73 0
1.3202 102.73 0
1.3402 102.73 0
1.3602 102.73 0
1.3802 102.73 0
1.4002 102.73 0
1.4202 102.73 0
1.4402 102.73 0
1.4602 102.73 0
1.4802 102.73 0
1.5002 102.73 0
1.5202 102.73 0
1.5402 102.73 0
1.5602 102.73 0
1.5802 102.73 0
1.6002 102.73 0
1.6202 102.73 0
1.6402 102.73 0
1.6602 102.73 0
1.6802 102.73 0
1.7002 102.73 0
1.7202 102.73 0
1.7402 102.73 0
1.7602 102.73 0
1.7802 102.73 0
1.8002 102.73 0
1.8202 102.73 0
1.8402 102.73 0
1.8602 102.73 0
1.8802 102.73 0
1.9002 102.73 0
1.9202 102.73 0
1.9402 102.73 0
1.9602 102.73 0
1.9802 102.73 0
2.0002 102.73 0
2.0202 102.73 0
2.0402 102.73 0
2.0602 102.73 0
2.0802 102.73 0
2.1002 102.73 0
2.1202 102.73 0
2.1402 102.73 0
2.1602 102.73 0
2.1802 102.73 0
2.2002 102.73 0
2.2202 102.73 0
2.2402 102.73 0
2.2602 102.73 0
2.2802 102.73 0
2.3002 102.73 0
2.3202 102.73 0
2.3402 102.73 0
2.3602 102.73 0
2.3802 102.73 0
2.4002 102.73 0
2.4202 102.73 0
2.4402 102.73 0
2.4602 102.73 0
2.4802 102.73 0
2.5002 102.73 0
2.5202 102.73 0
2.5402 102.73 0
2.5602 102.73 0
2.5802 102.73 0
2.6002 102.73 0
2.6202 102.73 0
2.6402 102.73 0
2.6602 102.73 0
2.6802 102.73 0
2.7002 102.73 0
2.7202 102.73 0
2.7402 102.73 0
2.7602 102.73 0
2.7802 102.73 0
2.8002 102.73 0
2.8202 102.73 0
2.8402 102.73 0
2.8602 102.73 0
2.8802 102.73 0
2.9002 102.73 0
2.9202 102.73 0
2.9402 102.73 0
2.9602 102.73 0
