time collisionForces hydraulicForces
0 0 0
0.0202 305.434 0
0.0402 103.775 0
0.0602 103.773 0
0.08 103.773 0
0.1 103.773 0
0.12 103.773 0
0.14 103.773 0
0.16 103.773 0
0.18 103.773 0
0.2 103.773 0
0.22 103.773 0
0.24 103.773 0
0.26 103.773 0
0.28 103.773 0
0.3002 103.773 0
0.3202 103.773 0
0.3402 103.773 0
0.3602 103.773 0
0.3802 103.773 0
0.4002 103.773 0
0.4202 103.773 0
0.4402 103.773 0
0.4602 103.773 0
0.4802 103.773 0
0.5002 103.773 0
0.5202 103.773 0
0.5402 103.773 0
0.5602 103.773 0
0.5802 103.773 0
0.6002 103.773 0
0.6202 103.773 0
0.6402 103.773 0
0.6602 103.773 0
0.6802 103.773 0
0.7002 103.773 0
0.7202 103.773 0
0.7402 103.773 0
0.7602 103.773 0
0.7802 103.773 0
0.8002 103.773 0
0.8202 103.773 0
0.8402 103.773 0
0.8602 103.773 0
0.8802 103.773 0
0.9002 103.773 0
0.9202 103.773 0
0.9402 103.773 0
0.9602 103.773 0
0.9802 103.773 0
1.0002 103.773 0
1.0202 106.401 0
1.0402 106.072 0
1.0602 106.082 0
1.0802 106.082 0
1.1002 106.082 0
1.1202 106.082 0
1.1402 106.082 0
1.1602 106.082 0
1.1802 106.082 0
1.2002 106.082 0
1.2202 106.082 0
1.2402 106.082 0
1.2602 106.082 0
1.2802 106.082 0
1.3002 106.082 0
1.3202 106.082 0
1.3402 106.082 0
1.3602 106.082 0
1.3802 106.082 0
1.4002 106.082 0
1.4202 106.082 0
1.4402 106.082 0
1.4602 106.082 0
1.4802 106.082 0
1.5002 106.082 0
1.5202 106.082 0
