time collisionForces hydraulicForces
0 0 0
0.01005 2.05654 16.1383
0.02 0.248368 11.3071
0.03 0.329171 8.09762
0.04 0.217077 6.25761
0.05 0.268145 5.54367
0.06 0.175206 4.04397
0.07 0.115869 3.30992
0.08005 0.332826 3.04237
0.09005 0.352837 3.15558
0.10005 0.438256 2.36077
0.11005 0.451833 2.73364
0.12005 0.290376 2.38
0.13005 0.378734 2.90477
0.14005 0.574154 1.93649
0.15005 0.578741 1.88918
0.16005 0.385045 2.20552
0.17005 0.857213 2.10473
0.18005 0.717593 1.82561
