0.000000e+00 5.6340896121e-02 3.6438894077e-09 1.7603494410e-12 3.4125313744e-02 1.7121024000e+00 0.0000000000e+00 1.4155025860e+00 1.3754880000e-02 0.0000000000e+00 8.3809093644e-03
1.005000e-02 5.6340896121e-02 2.3206510326e-03 1.9307864487e-03 3.4396013896e-02 1.7110103040e+00 8.1620945869e-03 1.4149080279e+00 1.4846976000e-02 4.9699278859e-04 8.9754673840e-03
2.000000e-02 5.6340896121e-02 1.1655591059e-03 7.9227292969e-04 3.4629820656e-02 1.7109135360e+00 5.2378890770e-03 1.4148219756e+00 1.4943744000e-02 2.9178972812e-04 9.0615196938e-03
3.000000e-02 5.6340896121e-02 7.6738052839e-04 5.0017957788e-04 3.4610235835e-02 1.7109411840e+00 3.7993530667e-03 1.4147279525e+00 1.4916096000e-02 1.9265309298e-04 9.1555428225e-03
4.000000e-02 5.6340896121e-02 6.7584332072e-04 3.4234849523e-04 3.4384934945e-02 1.7107200000e+00 3.0888163201e-03 1.4147913937e+00 1.5137280000e-02 1.5233162266e-04 9.0921016111e-03
5.000000e-02 5.6340896121e-02 6.9787805132e-04 2.7777991376e-04 3.3992354014e-02 1.7109135360e+00 2.6783996298e-03 1.4150422305e+00 1.4943744000e-02 1.6694719801e-04 8.8412648215e-03
6.000000e-02 5.6340896121e-02 7.7528036608e-04 2.4122995028e-04 3.3456199681e-02 1.7113144320e+00 2.4875753390e-03 1.4153075449e+00 1.4542848000e-02 1.6458979392e-04 8.5759504220e-03
7.000000e-02 5.6340896121e-02 8.8161165281e-04 2.2733816750e-04 3.2796471942e-02 1.7119226880e+00 2.3584183373e-03 1.4159325222e+00 1.3934592000e-02 1.7836756081e-04 7.9509731549e-03
8.005000e-02 5.6340896121e-02 9.3949498102e-04 2.0374333015e-04 3.2035063121e-02 1.7109135360e+00 2.4708863460e-03 1.4154254805e+00 1.4943744000e-02 2.0768516630e-04 8.4580148367e-03
9.005000e-02 5.6340896121e-02 1.0255389631e-03 1.9382001990e-04 3.1200616085e-02 1.7100564480e+00 2.6013018371e-03 1.4151730170e+00 1.5800832000e-02 2.4323589002e-04 8.7104783241e-03
1.000500e-01 5.6340896121e-02 1.2060891645e-03 1.7525211915e-04 3.0300305007e-02 1.7120885760e+00 2.7752379730e-03 1.4166560773e+00 1.3768704000e-02 2.4012958366e-04 7.2274180055e-03
1.100500e-01 5.6340896121e-02 1.2617922847e-03 1.6262070534e-04 2.9346030047e-02 1.7108858880e+00 2.9600983069e-03 1.4161008854e+00 1.4971392000e-02 2.8605913447e-04 7.7826099401e-03
1.200500e-01 5.6340896121e-02 1.3298997965e-03 1.6561505187e-04 2.8356766437e-02 1.7107614720e+00 3.2367888299e-03 1.4162246771e+00 1.5095808000e-02 3.0267835145e-04 7.6588182430e-03
1.300500e-01 5.6340896121e-02 1.3796057233e-03 1.6953464506e-04 2.7331971942e-02 1.7105541120e+00 3.5553983628e-03 1.4164496494e+00 1.5303168000e-02 3.1909797510e-04 7.4338459472e-03
1.400500e-01 5.6340896121e-02 1.5137237656e-03 1.6353520449e-04 2.6282839787e-02 1.7129041920e+00 3.8308333518e-03 1.4176224984e+00 1.2953088000e-02 2.8693543107e-04 6.2609968853e-03
1.500500e-01 5.6340896121e-02 1.5962384554e-03 1.6135913641e-04 2.5224162435e-02 1.7124618240e+00 4.0898166695e-03 1.4177867949e+00 1.3395456000e-02 3.1827621891e-04 6.0967004148e-03
1.600500e-01 5.6340896121e-02 1.6260315984e-03 1.7038057397e-04 2.4163855170e-02 1.7114526720e+00 4.3703426993e-03 1.4176538937e+00 1.4404608000e-02 3.6691549942e-04 6.2296016191e-03
1.700500e-01 5.6340896121e-02 1.6515530835e-03 1.7693382391e-04 2.3101904546e-02 1.7119641600e+00 4.7071463807e-03 1.4180974942e+00 1.3893120000e-02 3.3376654982e-04 5.7860011487e-03
1.800500e-01 5.6340896121e-02 1.6758726100e-03 1.6873303316e-04 2.2056703795e-02 1.7117844480e+00 4.9696006962e-03 1.4183338534e+00 1.4072832000e-02 3.4549660345e-04 5.5496419688e-03
