time maxParticleSpeed maxParticleSpin
0 0.00100944 0.019877
0.01005 0.890346 859.85
0.02 0.547677 548.031
0.03 0.47523 501.465
0.04 0.39662 365.553
0.05 0.398528 332.755
0.06 0.362344 325.98
0.07 0.356522 290.039
0.08005 0.451669 136.729
0.09005 0.326347 129.368
0.10005 0.380505 128.659
0.11005 0.432724 110.452
0.12005 0.388409 144.119
0.13005 0.387244 150.269
0.14005 0.440533 127.433
0.15005 0.483724 135.356
0.16005 0.578161 159.015
0.17005 0.452354 146.791
0.18005 0.500422 133.151
