0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 918
0.01005 0.00678867 0 0.0080338 0 0 0 124 1 83 3 126 17 217 23 228 6 80 0 10 0 0 0
0.02 0.00995096 0 0.0129309 0 0 0 131 1 128 2 167 18 192 20 193 3 60 0 3 0 0 0
0.03 0.0149585 0 0.0195079 0 0 0 137 2 114 4 188 16 192 18 192 2 52 0 1 0 0 0
0.04 0.0147476 0 0.0192078 0 0 0 153 0 135 3 212 25 196 15 134 1 41 0 3 0 0 0
0.05 0.025253 0 0.0310581 0 0 0 142 1 126 2 191 23 183 17 182 2 46 0 3 0 0 0
0.06 0.0168517 0 0.0197249 0 0 0 203 3 167 6 208 22 142 15 122 3 26 0 1 0 0 0
0.07 0.00818494 0 0.00911275 0 0 0 282 2 200 6 214 20 109 11 68 0 6 0 0 0 0 0
0.08005 0.0204721 0 0.025002 0 0 0 166 3 134 1 190 21 174 16 164 2 41 0 6 0 0 0
0.09005 0.0195388 0 0.0209208 0 0 0 151 2 145 3 215 20 188 18 139 1 32 0 4 0 0 0
0.10005 0.0171671 0 0.0204909 0 0 0 198 1 107 8 187 21 181 16 158 2 36 0 3 0 0 0
0.11005 0.0161556 0 0.0177182 0 0 0 171 1 123 2 164 21 187 23 165 3 55 0 3 0 0 0
0.12005 0.015 0 0.017006 0 0 0 155 1 113 5 179 14 180 24 181 4 58 0 4 0 0 0
0.13005 0.0175926 0 0.0204822 0 0 0 138 2 95 3 158 19 195 24 201 4 75 0 4 0 0 0
0.14005 0.0162517 0 0.019222 0 0 0 111 3 95 4 138 17 215 26 220 4 77 0 8 0 0 0
0.15005 0.0128538 0 0.0155255 0 0 0 120 1 109 2 153 22 167 23 239 6 67 0 9 0 0 0
0.16005 0.0149476 0 0.0181325 0 0 0 104 2 95 1 142 17 176 28 256 6 83 0 8 0 0 0
0.17005 0.016954 0 0.0200055 0 0 0 117 3 81 1 138 14 190 31 247 5 84 0 7 0 0 0
0.18005 0.0141634 0 0.0168204 0 0 0 113 4 103 0 115 23 190 23 255 7 81 0 4 0 0 0
0.19005 0.0151291 0 0.0184996 0 0 0 89 1 83 1 139 18 195 28 242 7 108 0 7 0 0 0
0.20005 0.0158453 0 0.0190736 0 0 0 74 4 66 0 139 16 196 33 259 5 120 0 6 0 0 0
0.21005 0.0140052 0 0.016796 0 0 0 81 2 73 0 124 20 203 34 265 6 97 0 13 0 0 0
0.22005 0.0151172 0 0.0183954 0 0 0 68 2 77 1 128 17 205 34 255 5 114 0 12 0 0 0
0.23005 0.0158728 0 0.0189384 0 0 0 78 3 70 3 131 16 188 33 246 8 127 0 15 0 0 0
0.24005 0.01388 0 0.0169946 0 0 0 70 4 66 0 107 17 202 32 273 9 127 0 11 0 0 0
0.25005 0.0148187 0 0.0180895 0 0 0 54 2 61 2 109 16 185 37 293 5 136 0 18 0 0 0
0.26005 0.0155553 0 0.0190139 0 0 0 54 2 50 0 119 17 183 36 288 7 146 0 16 0 0 0
0.27005 0.0139284 0 0.01689 0 0 0 49 2 56 2 111 21 208 29 270 8 148 0 14 0 0 0
0.28005 0.0150885 0 0.0181327 0 0 0 25 2 70 1 112 20 192 33 288 9 149 0 17 0 0 0
0.29005 0.0156073 0 0.0187533 0 0 0 41 2 67 0 101 19 196 33 275 11 159 0 14 0 0 0
0.30005 0.014521 0 0.0175729 0 0 0 45 2 61 0 85 18 207 32 287 8 157 0 16 0 0 0
0.31005 0.0152582 0 0.018202 0 0 0 17 2 56 0 108 18 193 34 296 10 168 0 16 0 0 0
0.32005 0.0148381 0 0.0180732 0 0 0 23 2 49 0 78 20 203 36 299 8 179 0 21 0 0 0
0.33005 0.0146232 0 0.0175264 0 0 0 15 3 48 0 76 17 198 36 306 8 195 0 16 0 0 0
0.34005 0.0151499 0 0.0183495 0 0 0 6 1 35 2 56 13 197 41 320 9 218 0 20 0 0 0
0.35005 0.0149248 0 0.018014 0 0 0 0 2 34 1 67 19 185 37 336 8 200 0 29 0 0 0
0.36005 0.0147034 0 0.017686 0 0 0 1 2 17 1 72 16 194 38 320 8 223 0 26 0 0 0
0.37005 0.0152649 0 0.0183327 0 0 0 0 2 19 1 63 17 207 37 318 9 219 0 26 0 0 0
