time collisionForces hydraulicForces
0 0 0
0.0202 0 0
0.0402 0 0
0.0602 0 0
0.08 0 0
0.1 0 0
0.12 0 0
0.14 0 0
0.16 0 0
0.18 0 0
0.2 0 0
0.22 0 0
0.24 0 0
0.26 0 0
0.28 0 0
0.3002 0 0
0.3202 124.903 0
0.3402 0 0
0.3602 109.275 0
0.3802 76.3802 0
0.4002 102.936 0
0.4202 103.19 0
0.4402 103.192 0
0.4602 103.193 0
0.4802 103.193 0
0.5002 103.194 0
0.5202 103.194 0
0.5402 103.194 0
0.5602 103.194 0
0.5802 103.194 0
0.6002 103.194 0
