time collisionForces hydraulicForces
0 0 0
0.0202 4.54841e-16 0
0.0402 3.62362e-16 0
0.0602 3.62362e-16 0
0.08 3.62362e-16 0
0.1 3.62362e-16 0
0.12 3.62362e-16 0
0.14 3.62362e-16 0
0.16 3.62362e-16 0
0.18 3.62362e-16 0
0.2 3.62362e-16 0
0.22 3.62362e-16 0
0.24 3.62362e-16 0
0.26 3.62362e-16 0
0.28 3.62362e-16 0
0.3002 3.62362e-16 0
0.3202 3.62362e-16 0
0.3402 3.62362e-16 0
0.3602 3.62362e-16 0
0.3802 3.62362e-16 0
0.4002 3.62362e-16 0
0.4202 3.62362e-16 0
0.4402 3.62362e-16 0
0.4602 3.62362e-16 0
0.4802 3.62362e-16 0
0.5002 3.62362e-16 0
0.5202 3.62362e-16 0
0.5402 3.62362e-16 0
0.5602 3.62362e-16 0
0.5802 3.62362e-16 0
0.6002 3.62362e-16 0
0.6202 3.62362e-16 0
0.6402 3.62362e-16 0
0.6602 4508.57 0
0.6802 0 0
0.7002 0 0
0.7202 7817.07 0
0.7402 28152.6 0
0.7602 45045.8 0
0.7802 19741 0
0.8002 0 0
0.8202 505.82 0
0.8402 288.826 0
0.8602 284.989 0
0.8802 612.584 0
0.9002 5396.56 0
0.9202 7136.79 0
0.9402 1121.9 0
0.9602 3179.24 0
0.9802 1370.76 0
1.0002 1993.22 0
1.0202 1892.23 0
1.0402 1907.34 0
1.0602 1877.06 0
1.0802 1842.06 0
1.1002 1842.37 0
1.1202 1814.14 0
1.1402 2810.83 0
1.1602 1850.21 0
1.1802 1880.32 0
1.2002 1940.74 0
1.2202 1938.74 0
1.2402 1905.69 0
1.2602 1966.97 0
1.2802 1891.9 0
1.3002 2056.4 0
1.3202 1576.57 0
1.3402 1427.99 0
1.3602 1424.84 0
1.3802 1424.8 0
1.4002 1433.65 0
1.4202 1438 0
1.4402 1443.25 0
1.4602 1480.89 0
1.4802 1809.92 0
1.5002 1514.88 0
1.5202 2441.03 0
1.5402 1746.24 0
1.5602 1820.22 0
1.5802 1812.96 0
1.6002 1800.47 0
1.6202 1787.93 0
1.6402 1772.18 0
1.6602 1734.19 0
1.6802 1720.94 0
1.7002 1707.36 0
1.7202 1449.56 0
1.7402 1895.9 0
1.7602 1752.71 0
1.7802 1776.76 0
1.8002 1774.11 0
1.8202 1805.21 0
1.8402 1809.54 0
1.8602 1804.84 0
1.8802 1784.45 0
1.9002 1603.25 0
1.9202 1745.73 0
1.9402 1757.52 0
1.9602 1767.18 0
1.9802 2209.07 0
2.0002 1717.27 0
2.0202 1646.48 0
2.0402 1638.58 0
2.0602 1731.42 0
2.0802 1744.97 0
2.1002 1690.43 0
2.1202 1700.67 0
2.1402 1703.13 0
2.1602 1754.71 0
2.1802 1760.37 0
2.2002 1771.25 0
2.2202 1731.5 0
2.2402 1783.86 0
2.2602 1748.89 0
2.2802 1802.97 0
2.3002 1768.14 0
2.3202 1819.41 0
2.3402 1788.57 0
2.3602 1798.97 0
2.3802 1809.99 0
2.4002 1861.6 0
2.4202 1830.23 0
2.4402 1845.23 0
2.4602 1899.35 0
