time particleCenterOfMass_X particleCenterOfMass_Y particleCenterOfMass_Z
0 0.0696671 0.005 0.0617676
0.01005 0.0735518 0.005 0.0715727
0.02 0.0739464 0.005 0.0794037
0.03 0.0745683 0.005 0.0817209
