time meanMaxDtOverlap maxDtOverlap meanRelativeMaxDtOverlap maxRelativeDtOverlap
0 0 0 0 0
0.01005 0.00124016 0.0079995 0.55133 3.71054
0.02 0.000341333 0.00186158 0.151498 0.795548
0.03 0.000201581 0.000976746 0.0894073 0.452616
