0; time=0	MaxPSpeed= 0	MaxPSpin= 0	eKin = 0	eGrav = 0	eTot = 0	
101; time=0.0202	MaxPSpeed= 0.198131	MaxPSpin= 0.00247486	eKin = 112.045	eGrav = 106420	eTot = 106532	
201; time=0.0402	MaxPSpeed= 0.39433	MaxPSpin= 0.00487877	eKin = 134.468	eGrav = 106117	eTot = 106251	
301; time=0.0602	MaxPSpeed= 0.590528	MaxPSpin= 0.00687714	eKin = 9.28917	eGrav = 105916	eTot = 105925	
400; time=0.08	MaxPSpeed= 0.231031	MaxPSpin= 1.91447	eKin = 64.2308	eGrav = 105991	eTot = 106056	
500; time=0.1	MaxPSpeed= 0.245823	MaxPSpin= 2.39326	eKin = 133.159	eGrav = 106261	eTot = 106394	
600; time=0.12	MaxPSpeed= 0.265538	MaxPSpin= 2.77416	eKin = 27.0754	eGrav = 106491	eTot = 106518	
700; time=0.14	MaxPSpeed= 0.316205	MaxPSpin= 3.1798	eKin = 29.6386	eGrav = 106487	eTot = 106517	
800; time=0.16	MaxPSpeed= 0.431873	MaxPSpin= 3.17976	eKin = 117.953	eGrav = 106261	eTot = 106379	
900; time=0.18	MaxPSpeed= 0.464298	MaxPSpin= 4.0945	eKin = 48.6383	eGrav = 106017	eTot = 106066	
1000; time=0.2	MaxPSpeed= 0.508413	MaxPSpin= 5.20155	eKin = 10.1275	eGrav = 105960	eTot = 105970	
1100; time=0.22	MaxPSpeed= 0.567542	MaxPSpin= 6.30706	eKin = 95.2094	eGrav = 106133	eTot = 106228	
1200; time=0.24	MaxPSpeed= 0.641538	MaxPSpin= 7.17579	eKin = 67.7766	eGrav = 106375	eTot = 106442	
1300; time=0.26	MaxPSpeed= 0.759999	MaxPSpin= 7.22805	eKin = 5.37309	eGrav = 106479	eTot = 106485	
1400; time=0.28	MaxPSpeed= 0.907114	MaxPSpin= 7.22797	eKin = 70.5283	eGrav = 106361	eTot = 106431	
1501; time=0.3002	MaxPSpeed= 1.05828	MaxPSpin= 7.46162	eKin = 80.0452	eGrav = 106128	eTot = 106208	
1601; time=0.3202	MaxPSpeed= 1.20797	MaxPSpin= 7.84123	eKin = 13.0686	eGrav = 105985	eTot = 105999	
1701; time=0.3402	MaxPSpeed= 1.38089	MaxPSpin= 7.8722	eKin = 51.6713	eGrav = 106048	eTot = 106099	
1801; time=0.3602	MaxPSpeed= 1.56044	MaxPSpin= 7.87211	eKin = 87.8036	eGrav = 106250	eTot = 106338	
1901; time=0.3802	MaxPSpeed= 1.74357	MaxPSpin= 7.87202	eKin = 30.3908	eGrav = 106412	eTot = 106442	
2001; time=0.4002	MaxPSpeed= 1.92927	MaxPSpin= 7.87192	eKin = 40.9593	eGrav = 106395	eTot = 106436	
2101; time=0.4202	MaxPSpeed= 2.11687	MaxPSpin= 7.87183	eKin = 91.3102	eGrav = 106218	eTot = 106309	
2201; time=0.4402	MaxPSpeed= 2.30589	MaxPSpin= 7.87173	eKin = 53.461	eGrav = 106036	eTot = 106089	
2301; time=0.4602	MaxPSpeed= 2.49603	MaxPSpin= 7.87164	eKin = 41.2429	eGrav = 105999	eTot = 106041	
2401; time=0.4802	MaxPSpeed= 2.68703	MaxPSpin= 7.87154	eKin = 93.0769	eGrav = 106129	eTot = 106222	
2501; time=0.5002	MaxPSpeed= 2.87873	MaxPSpin= 7.87145	eKin = 78.6863	eGrav = 106303	eTot = 106382	
2601; time=0.5202	MaxPSpeed= 3.07099	MaxPSpin= 7.87135	eKin = 52.5696	eGrav = 106366	eTot = 106419	
2701; time=0.5402	MaxPSpeed= 3.26373	MaxPSpin= 7.87126	eKin = 96.1443	eGrav = 106265	eTot = 106361	
2801; time=0.5602	MaxPSpeed= 3.45685	MaxPSpin= 7.87117	eKin = 103.733	eGrav = 106088	eTot = 106191	
2901; time=0.5802	MaxPSpeed= 3.6503	MaxPSpin= 7.87107	eKin = 73.5869	eGrav = 105982	eTot = 106056	
3001; time=0.6002	MaxPSpeed= 3.84402	MaxPSpin= 7.87098	eKin = 103.405	eGrav = 106029	eTot = 106132	
3101; time=0.6202	MaxPSpeed= 4.03798	MaxPSpin= 7.87088	eKin = 127.678	eGrav = 106175	eTot = 106303	
3201; time=0.6402	MaxPSpeed= 4.23215	MaxPSpin= 7.87079	eKin = 102.118	eGrav = 106285	eTot = 106387	
3301; time=0.6602	MaxPSpeed= 4.42649	MaxPSpin= 7.87069	eKin = 117.038	eGrav = 106260	eTot = 106377	
3401; time=0.6802	MaxPSpeed= 4.62099	MaxPSpin= 7.8706	eKin = 150.862	eGrav = 106120	eTot = 106270	
3501; time=0.7002	MaxPSpeed= 4.81562	MaxPSpin= 7.8705	eKin = 135.807	eGrav = 105981	eTot = 106116	
3601; time=0.7202	MaxPSpeed= 5.01038	MaxPSpin= 7.87041	eKin = 138.235	eGrav = 105952	eTot = 106091	
3701; time=0.7402	MaxPSpeed= 5.20524	MaxPSpin= 7.87032	eKin = 174.501	eGrav = 106046	eTot = 106220	
3801; time=0.7602	MaxPSpeed= 5.40019	MaxPSpin= 7.87022	eKin = 172.603	eGrav = 106167	eTot = 106339	
3901; time=0.7802	MaxPSpeed= 5.59523	MaxPSpin= 7.87013	eKin = 167.168	eGrav = 106202	eTot = 106370	
4001; time=0.8002	MaxPSpeed= 5.79035	MaxPSpin= 7.87003	eKin = 200.233	eGrav = 106117	eTot = 106317	
4101; time=0.8202	MaxPSpeed= 3.74681	MaxPSpin= 0.0418373	eKin = 94.4506	eGrav = 105985	eTot = 106079	
4201; time=0.8402	MaxPSpeed= 3.55062	MaxPSpin= 0.0418368	eKin = 66.6061	eGrav = 105923	eTot = 105989	
4301; time=0.8602	MaxPSpeed= 3.35444	MaxPSpin= 0.0418363	eKin = 73.1331	eGrav = 105974	eTot = 106047	
4401; time=0.8802	MaxPSpeed= 3.15827	MaxPSpin= 0.0419814	eKin = 74.2714	eGrav = 106096	eTot = 106170	
4501; time=0.9002	MaxPSpeed= 2.9621	MaxPSpin= 0.0428632	eKin = 48.826	eGrav = 106188	eTot = 106237	
4601; time=0.9202	MaxPSpeed= 2.76593	MaxPSpin= 0.0441077	eKin = 47.7587	eGrav = 106178	eTot = 106226	
4701; time=0.9402	MaxPSpeed= 2.56978	MaxPSpin= 0.0464101	eKin = 55.2945	eGrav = 106084	eTot = 106140	
4801; time=0.9602	MaxPSpeed= 2.37363	MaxPSpin= 0.0505607	eKin = 35.7506	eGrav = 105995	eTot = 106030	
