time collisionForces hydraulicForces
0 0 0
0.0202 176574 0
0.0402 367197 0
0.0602 522165 0
0.08 443310 0
0.1 257758 0
0.12 94451.8 0
0.14 106303 0
0.16 274292 0
0.18 440627 0
0.2 477569 0
0.22 343262 0
0.24 175460 0
0.26 103822 0
0.28 197008 0
0.3002 360630 0
0.3202 456395 0
0.3402 402509 0
0.3602 254125 0
0.3802 140592 0
0.4002 156907 0
0.4202 284155 0
0.4402 407940 0
0.4602 424537 0
0.4802 323271 0
0.5002 196839 0
0.5202 152755 0
0.5402 225586 0
0.5602 347538 0
0.5802 413195 0
0.6002 369101 0
0.6202 257791 0
0.6402 176848 0
0.6602 193525 0
0.6802 289357 0
0.7002 379292 0
0.7202 387389 0
0.7402 310352 0
0.7602 217490 0
0.7802 188239 0
0.8002 244618 0
0.8202 334938 0
0.8402 381059 0
0.8602 345798 0
0.8802 262672 0
0.9002 204360 0
0.9202 219241 0
0.9402 291495 0
0.9602 357268 0
0.9802 361003 0
1.0002 302216 0
1.0202 233547 0
1.0402 213746 0
1.0602 257523 0
1.0802 324953 0
1.1002 357723 0
1.1202 329461 0
1.1402 266814 0
1.1602 224511 0
1.1802 237645 0
1.2002 292678 0
1.2202 341010 0
1.2402 341816 0
1.2602 296450 0
1.2802 245489 0
1.3002 232532 0
1.3202 266957 0
1.3402 317432 0
1.3602 340306 0
1.3802 317305 0
1.4002 270005 0
1.4202 239704 0
1.4402 251440 0
1.4602 293378 0
1.4802 328501 0
1.5002 327217 0
1.5202 292223 0
1.5402 254782 0
1.5602 246840 0
1.5802 273830 0
1.6002 311216 0
1.6202 326736 0
1.6402 308527 0
1.6602 273018 0
1.6802 251481 0
1.7002 261658 0
1.7202 293147 0
1.7402 318350 0
1.7602 315854 0
1.7802 289361 0
1.8002 261865 0
1.8202 257129 0
1.8402 277611 0
1.8602 305102 0
1.8802 315439 0
1.9002 300347 0
1.9202 273514 0
1.9402 258468 0
1.9602 265786 0
1.9802 288485 0
2.0002 304504 0
2.0202 299136 0
2.0402 278780 0
2.0602 256740 0
2.0802 251741 0
2.1002 262862 0
2.1202 276692 0
2.1402 278669 0
2.1602 266519 0
2.1802 280666 0
2.2002 300977 0
2.2202 268565 0
2.2402 266001 0
2.2602 270951 0
2.2802 287550 0
2.3002 283878 0
2.3202 264267 0
2.3402 265700 0
2.3602 258094 0
2.3802 264115 0
2.4002 274268 0
2.4202 270840 0
2.4402 333994 0
2.4602 266635 0
2.4802 270495 0
2.5002 314164 0
2.5202 335550 0
2.5402 384263 0
2.5602 319987 0
2.5802 337308 0
2.6002 364527 0
2.6202 322855 0
2.6402 308016 0
2.6602 334119 0
2.6802 292578 0
2.7002 349404 0
2.7202 328465 0
2.7402 282326 0
2.7602 272784 0
2.7802 290515 0
2.8002 318963 0
2.8202 301204 0
2.8402 284610 0
2.8602 296575 0
2.8802 286201 0
2.9002 228201 0
2.9202 233094 0
2.9402 283593 0
2.9602 287897 0
2.9802 260491 0
3.0002 291363 0
3.0202 223190 0
3.0402 210594 0
3.0602 259680 0
3.0802 297336 0
3.1002 330619 0
3.1202 347326 0
3.1402 387749 0
3.1602 438828 0
3.1802 390677 0
3.2002 406709 0
3.2202 496971 0
3.2402 484971 0
3.2602 406423 0
3.2802 437730 0
3.3002 443396 0
3.3202 464352 0
3.3402 474420 0
3.3602 577361 0
3.3802 602470 0
3.4002 533416 0
3.4202 508266 0
3.4402 497395 0
3.4602 533191 0
3.4802 553707 0
3.5002 507802 0
3.5202 490739 0
3.5402 407163 0
3.5602 404316 0
3.5802 369012 0
3.6002 347148 0
3.6202 391372 0
3.6402 366150 0
3.6602 440587 0
3.6802 361092 0
3.7002 300810 0
3.7202 369560 0
3.7402 396593 0
3.7602 343012 0
3.7802 367194 0
3.8002 342409 0
3.8202 313454 0
3.8402 301565 0
3.8602 280168 0
3.8802 312241 0
3.9002 298392 0
3.9202 276303 0
3.9402 271054 0
3.9602 302469 0
3.9802 298860 0
4.0002 310333 0
4.0202 258800 0
4.0402 297930 0
4.0602 286241 0
4.0802 265890 0
4.1002 256573 0
4.1202 294589 0
4.1402 297984 0
4.1602 267790 0
4.1802 270644 0
4.2 248389 0
4.22 276203 0
4.24 274776 0
4.26 270454 0
4.28 248044 0
4.3 264663 0
4.32 274487 0
4.34 258401 0
4.36 266737 0
4.38 243894 0
4.4 260918 0
4.42 265869 0
4.44 266278 0
4.46 265543 0
4.48 265124 0
4.5 253256 0
4.52 250212 0
4.54 261557 0
4.56 258534 0
4.58 263430 0
4.6 263023 0
4.62 258756 0
4.64 263147 0
4.66 267659 0
4.68 258582 0
4.7 260915 0
4.72 261619 0
4.74 260685 0
4.76 266241 0
4.78 267552 0
4.8 267999 0
4.82 271171 0
4.84 267308 0
4.86 272607 0
4.88 271589 0
4.9 269587 0
4.92 273477 0
4.94 267545 0
4.96 270434 0
4.98 275314 0
5 273016 0
5.02 275718 0
5.04 276065 0
5.06 279553 0
5.08 279994 0
5.1 286243 0
5.12 285202 0
5.14 284515 0
5.16 286172 0
5.18 286274 0
5.2 287753 0
5.22 288541 0
5.24 285001 0
5.26 284959 0
5.28 287185 0
5.3 288822 0
5.32 289212 0
5.34 288099 0
5.36 289723 0
5.38 291162 0
5.4 293433 0
5.42 294003 0
5.44 295974 0
5.46 298683 0
5.48 299384 0
