time n_walls x (FParticle_X FParticle_Y FParticle_Z FHydro_X FHydro_Y FHydro_Z)
0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.01005 4 -2.23109 0 0.00095848 0 0 0 7.74465 0 0.00705177 0 0 0 -3.6946e-05 0 -1.1861 0 0 0 0.0021478 0 4.19883 0 0 0
0.02 4 -0.597646 0 0.000519794 0 0 0 0.562257 0 0.000365787 0 0 0 7.38324e-05 0 -0.0738324 0 0 0 -0.000464463 0 3.21157 0 0 0
0.03 4 -0.988922 0 0.000610196 0 0 0 0.456498 0 0.000312663 0 0 0 0 0 0 0 0 0 -0.000760758 0 0.94874 0 0 0
0.04 4 -0.979968 0 -0.000122587 0 0 0 0.302831 0 0.000258382 0 0 0 -1.33601e-05 0 -0.121614 0 0 0 -0.000197152 0 0.298939 0 0 0
0.05 4 0 0 0 0 0 0 0.0737519 0 -7.37519e-05 0 0 0 -2.77166e-06 0 -0.0428964 0 0 0 -4.72639e-05 0 0.204003 0 0 0
0.06 4 -0.0423161 0 -4.23161e-05 0 0 0 0 0 0 0 0 0 7.71847e-06 0 -0.0611819 0 0 0 0 0 0 0 0 0
0.07 4 -0.00502324 0 -5.02324e-06 0 0 0 0.0252654 0 1.07243e-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.08005 4 0 0 0 0 0 0 0 0 0 0 0 0 1.96056e-05 0 -0.0196056 0 0 0 0 0 0 0 0 0
0.09005 4 -0.219438 0 -0.000219438 0 0 0 0.0455691 0 -4.55691e-05 0 0 0 0.000199583 0 -0.414211 0 0 0 7.44947e-06 0 0.0469892 0 0 0
0.10005 4 -0.312325 0 -0.000144048 0 0 0 0.0611418 0 6.11418e-05 0 0 0 3.14497e-05 0 -0.661932 0 0 0 0 0 0 0 0 0
0.11005 4 -0.297495 0 3.36018e-06 0 0 0 0.168816 0 -0.000168816 0 0 0 0.000326157 0 -1.41809 0 0 0 0 0 0 0 0 0
0.12005 4 -0.640181 0 -0.000342785 0 0 0 0.617071 0 2.26256e-05 0 0 0 0.000879546 0 -1.30716 0 0 0 0 0 0 0 0 0
0.13005 4 -0.359512 0 8.48488e-05 0 0 0 0.703748 0 0.000197297 0 0 0 0.000255162 0 -0.736459 0 0 0 0 0 0 0 0 0
0.14005 4 -0.312505 0 3.17164e-05 0 0 0 0.244248 0 2.8327e-05 0 0 0 0.000284897 0 -0.624446 0 0 0 0 0 0 0 0 0
0.15005 4 -0.168448 0 -0.00013459 0 0 0 0.412335 0 0.00017236 0 0 0 0.000130782 0 -0.678785 0 0 0 0 0 0 0 0 0
0.16005 4 -0.240885 0 -0.000203295 0 0 0 0.228393 0 -0.000149278 0 0 0 0.000115611 0 -0.723316 0 0 0 0 0 0 0 0 0
0.17005 4 -0.269256 0 -0.000101142 0 0 0 0.348579 0 -0.000132003 0 0 0 0.000184325 0 -0.558966 0 0 0 0 0 0 0 0 0
0.18005 4 -0.266088 0 3.68908e-06 0 0 0 0.193393 0 4.67599e-05 0 0 0 0.00010703 0 -0.752718 0 0 0 0 0 0 0 0 0
0.19005 4 -0.300883 0 3.56587e-05 0 0 0 0.172867 0 8.9234e-06 0 0 0 -4.67642e-05 0 -0.588418 0 0 0 0 0 0 0 0 0
0.20005 4 -0.290486 0 -6.21269e-05 0 0 0 0.212254 0 -0.000130929 0 0 0 5.62392e-05 0 -0.601858 0 0 0 0 0 0 0 0 0
0.21005 4 -0.220796 0 0.000119907 0 0 0 0.257421 0 3.17041e-05 0 0 0 -6.24951e-05 0 -0.680441 0 0 0 0 0 0 0 0 0
0.22005 4 -0.233568 0 -8.00216e-06 0 0 0 0.191473 0 5.51521e-05 0 0 0 6.75202e-05 0 -0.500801 0 0 0 0 0 0 0 0 0
0.23005 4 -0.195649 0 4.06232e-05 0 0 0 0.201148 0 1.79853e-05 0 0 0 -6.68302e-05 0 -0.539097 0 0 0 0 0 0 0 0 0
0.24005 4 -0.23223 0 1.72796e-05 0 0 0 0.21467 0 -6.83103e-05 0 0 0 3.75029e-05 0 -0.580256 0 0 0 0 0 0 0 0 0
0.25005 4 -0.221747 0 1.56143e-05 0 0 0 0.233633 0 8.31854e-07 0 0 0 -5.64861e-05 0 -0.545979 0 0 0 0 0 0 0 0 0
0.26005 4 -0.212094 0 -1.68847e-05 0 0 0 0.227917 0 -6.34644e-07 0 0 0 4.38513e-05 0 -0.547987 0 0 0 0 0 0 0 0 0
0.27005 4 -0.187612 0 -2.3756e-05 0 0 0 0.17739 0 2.9748e-05 0 0 0 -5.0226e-05 0 -0.541279 0 0 0 0 0 0 0 0 0
0.28005 4 -0.193258 0 7.53489e-06 0 0 0 0.274985 0 2.33708e-05 0 0 0 3.04893e-05 0 -0.61129 0 0 0 0 0 0 0 0 0
0.29005 4 -0.194135 0 3.11796e-05 0 0 0 0.166029 0 2.73072e-05 0 0 0 -2.67506e-06 0 -0.519852 0 0 0 0 0 0 0 0 0
0.30005 4 -0.195061 0 -3.07232e-05 0 0 0 0.254015 0 -2.53843e-05 0 0 0 3.52182e-05 0 -0.595879 0 0 0 0 0 0 0 0 0
0.31005 4 -0.232788 0 3.46034e-05 0 0 0 0.229608 0 -2.57457e-05 0 0 0 -3.95715e-05 0 -0.594782 0 0 0 0 0 0 0 0 0
0.32005 4 -0.206765 0 -7.31391e-06 0 0 0 0.189493 0 -1.88304e-05 0 0 0 -4.82599e-06 0 -0.519517 0 0 0 0 0 0 0 0 0
0.33005 4 -0.252445 0 -9.75921e-06 0 0 0 0.194772 0 -2.7996e-05 0 0 0 7.54499e-06 0 -0.557543 0 0 0 0 0 0 0 0 0
