time particleFlowRateX, particleFlowRateY, particleFlowRateZ
0 1.44982e-05 0 -2.50799e-05
0.01005 0.0549208 0 0.39709
0.02 -0.00266793 0 0.222511
0.03 -0.0265426 0 0.0806079
0.04 -0.0214786 0 0.0146568
0.05 -0.0161947 0 -0.0272675
0.06 -0.0121306 0 -0.0622836
0.07 -0.010236 0 -0.0926508
0.08005 -0.00975974 0 -0.119418
0.09005 -0.00933874 0 -0.142336
0.10005 -0.00574602 0 -0.152224
0.11005 -0.0016434 0 -0.128772
0.12005 0.00525438 0 -0.0762915
0.13005 0.00476813 0 -0.0416811
0.14005 0.00607284 0 -0.0333547
0.15005 0.00134585 0 -0.0264431
0.16005 -0.00553229 0 -0.0200891
0.17005 -0.00612591 0 -0.019457
0.18005 -0.00748361 0 -0.00943631
0.19005 -0.002476 0 -0.00437522
0.20005 -0.000183804 0 -0.00664879
0.21005 -0.00204462 0 -0.000569328
0.22005 0.00124971 0 0.00165902
0.23005 -0.00234779 0 -0.00251797
0.24005 0.000744617 0 -0.00294871
0.25005 4.44002e-05 0 -0.00248204
0.26005 0.00187666 0 -0.00304358
0.27005 0.00165418 0 -0.00420614
0.28005 0.00183156 0 -0.00199435
0.29005 0.000426718 0 -0.000974055
0.30005 -0.000310715 0 -0.00203474
0.31005 -0.00057945 0 -7.30155e-06
0.32005 -0.00069763 0 0.000151842
0.33005 0.000886257 0 -0.0012354
0.34005 0.00109736 0 -0.00041709
0.35005 0.000687786 0 0.000362026
0.36005 0.000396106 0 -0.000313508
0.37005 0.000269007 0 -0.000579823
0.38005 0.000130737 0 0.000283422
0.39005 -9.0694e-05 0 0.000166248
0.40005 0.000262489 0 -0.000485094
0.41005 -9.87405e-05 0 9.71947e-05
