time collisionForces hydraulicForces
0 0 0
0.0202 1.44588e+07 0
0.0402 3887.54 0
0.0602 1.78858e+06 0
0.08 79.5076 0
0.1 93.921 0
0.12 23.336 0
0.14 222744 0
0.16 20423.6 0
0.18 21997.9 0
0.2 23048 0
0.22 16292.2 0
0.24 12057.2 0
0.26 32142.7 0
0.28 82682 0
0.3002 62989.4 0
0.3202 77724.8 0
0.3402 117600 0
0.3602 95252.2 0
0.3802 129892 0
0.4002 204755 0
0.4202 176537 0
0.4402 219203 0
0.4602 348423 0
0.4802 312912 0
0.5002 288002 0
0.5202 276509 0
0.5402 263582 0
0.5602 296862 0
0.5802 494710 0
0.6002 439091 0
0.6202 390958 0
0.6402 291105 0
0.6602 358323 0
0.6802 440979 0
0.7002 506126 0
0.7202 475943 0
0.7402 680129 0
0.7602 641847 0
0.7802 447033 0
0.8002 296603 0
0.8202 196739 0
0.8402 106054 0
0.8602 150581 0
0.8802 149582 0
0.9002 206787 0
0.9202 223393 0
0.9402 268886 0
0.9602 285237 0
0.9802 252289 0
1.0002 278799 0
1.0202 265457 0
1.0402 257505 0
1.0602 266015 0
1.0802 270273 0
1.1002 245229 0
1.1202 260633 0
1.1402 282498 0
1.1602 297874 0
1.1802 295624 0
1.2002 275355 0
1.2202 276490 0
1.2402 290273 0
1.2602 318540 0
1.2802 305699 0
1.3002 310899 0
1.3202 323976 0
1.3402 321467 0
1.3602 333785 0
1.3802 315692 0
1.4002 317648 0
1.4202 333216 0
1.4402 337252 0
1.4602 349818 0
1.4802 354692 0
1.5002 360677 0
1.5202 362935 0
1.5402 368175 0
1.5602 387756 0
1.5802 400480 0
1.6002 407676 0
1.6202 422829 0
1.6402 448272 0
1.6602 450462 0
1.6802 470266 0
1.7002 481797 0
1.7202 505972 0
1.7402 534416 0
1.7602 556175 0
1.7802 576247 0
1.8002 579144 0
1.8202 596226 0
1.8402 612879 0
1.8602 610102 0
1.8802 599947 0
1.9002 577939 0
1.9202 581213 0
1.9402 587276 0
1.9602 598307 0
1.9802 600092 0
2.0002 604524 0
2.0202 606540 0
2.0402 621283 0
2.0602 627289 0
2.0802 642898 0
2.1002 653765 0
2.1202 643123 0
2.1402 654930 0
2.1602 658953 0
2.1802 668845 0
2.2002 684936 0
2.2202 704214 0
2.2402 686949 0
2.2602 713566 0
2.2802 715134 0
2.3002 694851 0
2.3202 691461 0
2.3402 691065 0
2.3602 683399 0
2.3802 689429 0
2.4002 692073 0
