time maxParticleSpeed maxParticleSpin
0 0.00100944 0.019877
0.01005 1.87347 1840.91
0.02 1.69981 698.334
0.03 1.12577 575.789
0.04 0.975924 465.033
0.05 0.884039 370.413
0.06 0.75584 362.228
0.07 0.662313 304.666
0.08005 0.613531 164.192
