time particleCenterOfMass_X particleCenterOfMass_Y particleCenterOfMass_Z
0 0.0696671 0.005 0.0617676
0.01005 0.0709533 0.00827506 0.0628102
0.02 0.0718414 0.0130279 0.0636841
0.03 0.0724604 0.0151477 0.0640078
0.04 0.0729466 0.0178148 0.0639231
0.05 0.0733146 0.0186676 0.0635508
0.06 0.0736305 0.0203255 0.0629502
0.07 0.0739057 0.0215774 0.0621829
0.08005 0.0741413 0.0221452 0.0612448
