0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 918
0.01005 0.00225221 0.000373275 0.00189944 0.0116651 0.00778957 0.011265 773 13 106 1 23 1 1 0 0 0 0 0 0 0 0 0
0.02 0.000306029 0.00012604 0.000383629 0.00870278 0.00578735 0.0106876 883 15 20 0 0 0 0 0 0 0 0 0 0 0 0 0
0.03 0.000548481 0.000107391 0.00020937 0.00691092 0.00495322 0.00835683 894 10 13 0 1 0 0 0 0 0 0 0 0 0 0 0
0.04 0.000235655 0.000180873 0.0002371 0.00495858 0.00337841 0.00613277 892 18 8 0 0 0 0 0 0 0 0 0 0 0 0 0
0.05 0.000161721 3.1967e-05 0.000207527 0.00405312 0.00288048 0.00503758 902 8 8 0 0 0 0 0 0 0 0 0 0 0 0 0
0.06 0.000103024 3.18452e-05 0.000205007 0.00367984 0.00250489 0.00371959 901 7 10 0 0 0 0 0 0 0 0 0 0 0 0 0
0.07 0.000123822 0.000152218 9.50671e-05 0.00409455 0.00276619 0.00500584 900 8 10 0 0 0 0 0 0 0 0 0 0 0 0 0
0.08005 0.000128331 5.49624e-05 7.75434e-05 0.00258176 0.00164303 0.00284746 896 12 10 0 0 0 0 0 0 0 0 0 0 0 0 0
0.09005 0.000103548 1.18945e-05 3.30335e-05 0.0024187 0.00160187 0.00240695 907 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.10005 9.24462e-05 2.9109e-05 6.04755e-05 0.00215804 0.00134859 0.0024039 905 7 6 0 0 0 0 0 0 0 0 0 0 0 0 0
