time particleCenterOfMass_X particleCenterOfMass_Y particleCenterOfMass_Z
0 0.0696671 0.005 0.0617676
0.01005 0.0703941 0.00689094 0.0637241
0.02 0.0711736 0.00842902 0.0648226
0.03 0.071758 0.00992994 0.0653703
0.04 0.0722143 0.0117348 0.0655222
0.05 0.0726169 0.0134411 0.0653287
0.06 0.0729745 0.0141832 0.0648839
0.07 0.0732937 0.0154503 0.0642155
0.08005 0.0735805 0.0159477 0.0633228
0.09005 0.0738434 0.016106 0.0622612
0.10005 0.0740879 0.0164709 0.06105
