0 1.7121
0.01005 1.71097
0.02 1.71083
0.03 1.7104
0.04 1.71149
0.05 1.7109
0.06 1.7105
0.07 1.71035
0.08005 1.71134
0.09005 1.71047
0.10005 1.71101
