time maxParticleSpeed maxParticleSpin
0 0.00100944 0.019877
0.01005 1.67002 1044.42
0.02 0.932132 806.199
0.03 0.936204 661.01
0.04 1.0782 630.738
0.05 0.838988 620.147
0.06 0.663662 628.267
0.07 0.590117 188.815
0.08005 0.547257 201.233
0.09005 0.498019 176.946
0.10005 0.526393 146.564
