time meanMaxDtOverlap maxDtOverlap meanRelativeMaxDtOverlap maxRelativeDtOverlap
0 0 0 0 0
0.01005 0.000500953 0.00765951 0.222834 3.34477
0.02 0.00015654 0.000994752 0.0694637 0.454047
0.03 0.00010519 0.00114269 0.0466189 0.489583
