time particleCenterOfMass_X particleCenterOfMass_Y particleCenterOfMass_Z
0 0.0696671 0.005 0.0617676
0.01005 0.0743814 0.005 0.0648216
0.02 0.0779366 0.005 0.0699558
0.03 0.0803131 0.005 0.0736305
