time maxParticleSpeed maxParticleSpin
0 0.00100944 0.019877
0.01005 14.3243 24.0436
0.02 6.93743 15.8656
0.03 3.11556 17.2353
0.04 2.0095 11.5577
0.05 1.39601 10.4896
0.06 1.58446 10.2913
0.07 1.22386 10.0591
0.08005 1.10587 9.83096
0.09005 0.95842 9.60913
0.10005 1.2135 9.20512
0.11005 1.06059 8.99742
0.12005 0.99932 8.7944
0.13005 1.13789 8.65375
0.14005 1.13848 8.75006
0.15005 1.03884 8.04387
0.16005 0.957054 6.97592
0.17005 2.62468 5.91455
0.18005 2.51456 5.62665
