time collisionForces hydraulicForces
0 0 0
0.0202 176574 0
0.0402 367197 0
0.0602 522165 0
0.08 442776 0
0.1 254705 0
0.12 93607.4 0
0.14 106473 0
0.16 275830 0
0.18 441635 0
0.2 476342 0
0.22 344750 0
0.24 182188 0
0.26 106204 0
0.28 198683 0
0.3002 359022 0
0.3202 453865 0
0.3402 401405 0
0.3602 255320 0
0.3802 144797 0
0.4002 158395 0
0.4202 284537 0
0.4402 406081 0
0.4602 423556 0
0.4802 323274 0
0.5002 198489 0
0.5202 154201 0
0.5402 225843 0
0.5602 346410 0
0.5802 411925 0
0.6002 368946 0
0.6202 258829 0
0.6402 177997 0
0.6602 193595 0
0.6802 288394 0
0.7002 378284 0
0.7202 387387 0
0.7402 311243 0
0.7602 218352 0
0.7802 188184 0
0.8002 243795 0
0.8202 334217 0
0.8402 381165 0
0.8602 346550 0
0.8802 263262 0
0.9002 204202 0
0.9202 218559 0
0.9402 291027 0
0.9602 357473 0
0.9802 361620 0
1.0002 302576 0
1.0202 233304 0
1.0402 213196 0
1.0602 257263 0
1.0802 325235 0
1.1002 358216 0
1.1202 329637 0
1.1402 266506 0
1.1602 224073 0
1.1802 237548 0
1.2002 293010 0
1.2202 341404 0
1.2402 341854 0
1.2602 296110 0
1.2802 245148 0
1.3002 232557 0
1.3202 267320 0
1.3402 317750 0
1.3602 340257 0
1.3802 316965 0
1.4002 269747 0
1.4202 239818 0
1.4402 251819 0
1.4602 293651 0
1.4802 328423 0
1.5002 326913 0
1.5202 292062 0
1.5402 254967 0
1.5602 247221 0
1.5802 274062 0
1.6002 311141 0
1.6202 326508 0
1.6402 308102 0
1.6602 273056 0
1.6802 251856 0
1.7002 261856 0
1.7202 293175 0
1.7402 318262 0
1.7602 316092 0
1.7802 289685 0
1.8002 262547 0
1.8202 257716 0
1.8402 278324 0
1.8602 305829 0
1.8802 316358 0
1.9002 301701 0
1.9202 275333 0
1.9402 260209 0
1.9602 268401 0
1.9802 292472 0
2.0002 310110 0
2.0202 307244 0
2.0402 286536 0
2.0602 266279 0
2.0802 263292 0
2.1002 279161 0
2.1202 298325 0
2.1402 303642 0
2.1602 292033 0
2.1802 272034 0
2.2002 258828 0
2.2202 263211 0
2.2402 276221 0
2.2602 284132 0
2.2802 277087 0
2.3002 259165 0
2.3202 258190 0
2.3402 294238 0
2.3602 302048 0
2.3802 295355 0
2.4002 290129 0
2.4202 285233 0
2.4402 262102 0
2.4602 265169 0
2.4802 253787 0
2.5002 260094 0
2.5202 262623 0
2.5402 257376 0
2.5602 271976 0
2.5802 308103 0
2.6002 309472 0
2.6202 280411 0
2.6402 309277 0
2.6602 283393 0
2.6802 338440 0
2.7002 319573 0
2.7202 339670 0
2.7402 317600 0
2.7602 416092 0
2.7802 431826 0
2.8002 318520 0
2.8202 425799 0
2.8402 289055 0
2.8602 261877 0
2.8802 257083 0
2.9002 269524 0
2.9202 286179 0
2.9402 282531 0
2.9602 279366 0
2.9802 309798 0
3.0002 277286 0
3.0202 275216 0
3.0402 252488 0
3.0602 254647 0
3.0802 295319 0
3.1002 235064 0
3.1202 241692 0
3.1402 274609 0
3.1602 275177 0
3.1802 302755 0
3.2002 261927 0
3.2202 320146 0
3.2402 370331 0
3.2602 352263 0
3.2802 368552 0
3.3002 414545 0
3.3202 470692 0
3.3402 456758 0
3.3602 451796 0
3.3802 483607 0
3.4002 516218 0
3.4202 491690 0
3.4402 455959 0
3.4602 485604 0
3.4802 526936 0
3.5002 522386 0
3.5202 542221 0
3.5402 592928 0
3.5602 521663 0
3.5802 559969 0
3.6002 463526 0
3.6202 458320 0
3.6402 426084 0
3.6602 440075 0
3.6802 369700 0
3.7002 402631 0
3.7202 390236 0
3.7402 408848 0
3.7602 419453 0
3.7802 414543 0
3.8002 386608 0
3.8202 333734 0
3.8402 365316 0
3.8602 349490 0
3.8802 365896 0
3.9002 347125 0
3.9202 308866 0
3.9402 366536 0
3.9602 313145 0
3.9802 289174 0
4.0002 301816 0
4.0202 302983 0
4.0402 331770 0
4.0602 281632 0
4.0802 266516 0
4.1002 285849 0
4.1202 313486 0
4.1402 266438 0
4.1602 278851 0
4.1802 250455 0
4.2 290735 0
4.22 276375 0
4.24 288045 0
4.26 245439 0
4.28 261271 0
4.3 266470 0
4.32 262378 0
4.34 275259 0
4.36 253678 0
4.38 266883 0
4.4 290731 0
4.42 269185 0
4.44 243446 0
4.46 246111 0
4.48 285023 0
4.5 255626 0
4.52 267932 0
4.54 264131 0
4.56 258749 0
4.58 255847 0
4.6 252978 0
4.62 256497 0
4.64 265429 0
4.66 255275 0
4.68 255736 0
4.7 276134 0
4.72 268864 0
4.74 259219 0
4.76 268833 0
4.78 259784 0
4.8 278557 0
4.82 275783 0
4.84 272093 0
4.86 266466 0
4.88 272314 0
4.9 284676 0
4.92 276238 0
4.94 279892 0
4.96 277410 0
4.98 277571 0
5 283354 0
5.02 280721 0
5.04 284609 0
5.06 281247 0
5.08 284947 0
5.1 288605 0
5.12 284944 0
5.14 288923 0
5.16 292975 0
5.18 289746 0
5.2 291132 0
5.22 291467 0
5.24 290689 0
5.26 293141 0
5.28 296847 0
5.3 298970 0
5.32 302309 0
5.34 306409 0
5.36 306549 0
