0; time=0	MaxPSpeed= 0	MaxPSpin= 0	eKin = 0	eGrav = 0	eTot = 0	
101; time=0.0202	MaxPSpeed= 0.198115	MaxPSpin= 0	eKin = 0.61653	eGrav = 2156.72	eTot = 2157.33	
201; time=0.0402	MaxPSpeed= 0.394314	MaxPSpin= 0	eKin = 2.44233	eGrav = 2154.89	eTot = 2157.33	
301; time=0.0602	MaxPSpeed= 0.590512	MaxPSpin= 0	eKin = 5.47744	eGrav = 2151.85	eTot = 2157.33	
400; time=0.08	MaxPSpeed= 0.784748	MaxPSpin= 0	eKin = 9.67342	eGrav = 2147.66	eTot = 2157.33	
500; time=0.1	MaxPSpeed= 0.980944	MaxPSpin= 0	eKin = 15.115	eGrav = 2142.22	eTot = 2157.33	
600; time=0.12	MaxPSpeed= 1.17714	MaxPSpin= 0	eKin = 21.7659	eGrav = 2135.57	eTot = 2157.33	
700; time=0.14	MaxPSpeed= 1.37334	MaxPSpin= 0	eKin = 29.626	eGrav = 2127.71	eTot = 2157.33	
800; time=0.16	MaxPSpeed= 1.56953	MaxPSpin= 0	eKin = 38.6954	eGrav = 2118.64	eTot = 2157.33	
900; time=0.18	MaxPSpeed= 1.76572	MaxPSpin= 0	eKin = 48.974	eGrav = 2108.36	eTot = 2157.33	
1000; time=0.2	MaxPSpeed= 1.96192	MaxPSpin= 0	eKin = 60.4619	eGrav = 2096.87	eTot = 2157.33	
1100; time=0.22	MaxPSpeed= 2.15811	MaxPSpin= 0	eKin = 73.1589	eGrav = 2084.17	eTot = 2157.33	
1200; time=0.24	MaxPSpeed= 2.3543	MaxPSpin= 0	eKin = 87.0652	eGrav = 2070.26	eTot = 2157.33	
1300; time=0.26	MaxPSpeed= 2.55049	MaxPSpin= 0	eKin = 102.181	eGrav = 2055.15	eTot = 2157.33	
1400; time=0.28	MaxPSpeed= 2.74668	MaxPSpin= 0	eKin = 118.505	eGrav = 2038.82	eTot = 2157.33	
1501; time=0.3002	MaxPSpeed= 2.94484	MaxPSpin= 0	eKin = 136.22	eGrav = 2021.11	eTot = 2157.33	
1601; time=0.3202	MaxPSpeed= 3.14102	MaxPSpin= 0	eKin = 154.975	eGrav = 2002.35	eTot = 2157.33	
1701; time=0.3402	MaxPSpeed= 3.33721	MaxPSpin= 0	eKin = 174.939	eGrav = 1982.39	eTot = 2157.32	
1801; time=0.3602	MaxPSpeed= 3.5334	MaxPSpin= 0	eKin = 196.113	eGrav = 1961.21	eTot = 2157.32	
1901; time=0.3802	MaxPSpeed= 3.72959	MaxPSpin= 0	eKin = 218.495	eGrav = 1938.83	eTot = 2157.32	
2001; time=0.4002	MaxPSpeed= 3.92577	MaxPSpin= 0	eKin = 242.086	eGrav = 1915.23	eTot = 2157.32	
2101; time=0.4202	MaxPSpeed= 4.12196	MaxPSpin= 0	eKin = 266.887	eGrav = 1890.43	eTot = 2157.32	
2201; time=0.4402	MaxPSpeed= 4.31814	MaxPSpin= 0	eKin = 292.896	eGrav = 1864.42	eTot = 2157.32	
2301; time=0.4602	MaxPSpeed= 4.51433	MaxPSpin= 0	eKin = 320.115	eGrav = 1837.2	eTot = 2157.31	
2401; time=0.4802	MaxPSpeed= 4.71051	MaxPSpin= 0	eKin = 348.543	eGrav = 1808.77	eTot = 2157.31	
2501; time=0.5002	MaxPSpeed= 4.90669	MaxPSpin= 0	eKin = 378.179	eGrav = 1779.13	eTot = 2157.31	
2601; time=0.5202	MaxPSpeed= 5.10288	MaxPSpin= 0	eKin = 409.025	eGrav = 1748.28	eTot = 2157.31	
2701; time=0.5402	MaxPSpeed= 5.29906	MaxPSpin= 0	eKin = 441.08	eGrav = 1716.22	eTot = 2157.3	
2801; time=0.5602	MaxPSpeed= 5.49524	MaxPSpin= 0	eKin = 474.343	eGrav = 1682.96	eTot = 2157.3	
2901; time=0.5802	MaxPSpeed= 5.69142	MaxPSpin= 0	eKin = 508.816	eGrav = 1648.48	eTot = 2157.3	
3001; time=0.6002	MaxPSpeed= 5.8876	MaxPSpin= 0	eKin = 544.498	eGrav = 1612.79	eTot = 2157.29	
3101; time=0.6202	MaxPSpeed= 6.08378	MaxPSpin= 0	eKin = 581.388	eGrav = 1575.9	eTot = 2157.29	
3201; time=0.6402	MaxPSpeed= 6.27995	MaxPSpin= 0	eKin = 619.488	eGrav = 1537.8	eTot = 2157.28	
3301; time=0.6602	MaxPSpeed= 6.47613	MaxPSpin= 0	eKin = 658.796	eGrav = 1498.48	eTot = 2157.28	
3401; time=0.6802	MaxPSpeed= 6.67231	MaxPSpin= 0	eKin = 699.313	eGrav = 1457.96	eTot = 2157.27	
3501; time=0.7002	MaxPSpeed= 6.86848	MaxPSpin= 0	eKin = 741.04	eGrav = 1416.23	eTot = 2157.27	
3601; time=0.7202	MaxPSpeed= 7.06466	MaxPSpin= 0	eKin = 783.975	eGrav = 1373.29	eTot = 2157.26	
3701; time=0.7402	MaxPSpeed= 7.32111	MaxPSpin= 26.8665	eKin = 643.767	eGrav = 1329.63	eTot = 1973.4	
3801; time=0.7602	MaxPSpeed= 3.84568	MaxPSpin= 21.828	eKin = 139.334	eGrav = 1303.22	eTot = 1442.55	
3901; time=0.7802	MaxPSpeed= 1.59963	MaxPSpin= 2.12855	eKin = 20.2898	eGrav = 1307.15	eTot = 1327.44	
4001; time=0.8002	MaxPSpeed= 1.42936	MaxPSpin= 2.12852	eKin = 16.1648	eGrav = 1311.27	eTot = 1327.44	
