time collisionForces hydraulicForces
0 0 0
0.0202 2.03683e-10 0
0.0402 0 0
0.0602 0 0
0.08 1860.03 0
0.1 644.706 0
0.12 694.054 0
0.14 648.532 0
0.16 587.778 0
0.18 543.599 0
0.2 506.832 0
0.22 465.702 0
0.24 409.898 0
0.26 328.405 0
0.28 307.603 0
0.3002 308.221 0
0.3202 308.281 0
0.3402 5785.87 0
0.3602 308.233 0
0.3802 308.23 0
0.4002 308.229 0
0.4202 308.23 0
0.4402 308.23 0
0.4602 308.23 0
0.4802 308.23 0
0.5002 308.23 0
0.5202 308.23 0
0.5402 308.23 0
0.5602 308.23 0
0.5802 308.23 0
0.6002 308.23 0
0.6202 308.23 0
0.6402 308.23 0
0.6602 308.23 0
0.6802 308.23 0
0.7002 308.23 0
0.7202 308.23 0
0.7402 308.23 0
0.7602 308.23 0
0.7802 308.23 0
0.8002 308.23 0
0.8202 308.23 0
0.8402 308.23 0
0.8602 308.23 0
0.8802 862.623 0
0.9002 308.23 0
0.9202 308.23 0
0.9402 458.516 0
0.9602 398.604 0
0.9802 412.272 0
1.0002 411.351 0
1.0202 410.741 0
1.0402 411.033 0
1.0602 410.967 0
1.0802 410.971 0
1.1002 410.974 0
1.1202 410.973 0
1.1402 410.973 0
1.1602 410.973 0
1.1802 410.973 0
1.2002 410.973 0
1.2202 410.973 0
1.2402 410.973 0
1.2602 410.973 0
1.2802 410.973 0
1.3002 410.973 0
1.3202 410.973 0
1.3402 410.973 0
1.3602 410.973 0
1.3802 410.973 0
1.4002 410.973 0
1.4202 410.973 0
1.4402 410.973 0
1.4602 410.973 0
1.4802 410.973 0
1.5002 410.973 0
1.5202 410.973 0
1.5402 410.973 0
1.5602 410.973 0
1.5802 410.973 0
1.6002 410.973 0
1.6202 410.973 0
1.6402 410.973 0
1.6602 410.973 0
1.6802 410.973 0
1.7002 410.973 0
1.7202 410.973 0
1.7402 410.973 0
1.7602 410.973 0
1.7802 410.973 0
1.8002 410.973 0
1.8202 410.973 0
1.8402 410.973 0
1.8602 410.973 0
1.8802 410.973 0
1.9002 410.973 0
1.9202 410.973 0
1.9402 410.973 0
1.9602 410.973 0
1.9802 410.973 0
2.0002 410.973 0
2.0202 410.973 0
2.0402 410.973 0
2.0602 410.973 0
2.0802 410.973 0
2.1002 410.973 0
2.1202 410.973 0
2.1402 410.973 0
2.1602 410.973 0
2.1802 410.973 0
2.2002 410.973 0
2.2202 410.973 0
2.2402 410.973 0
2.2602 410.973 0
2.2802 410.973 0
2.3002 410.973 0
2.3202 410.973 0
2.3402 410.973 0
2.3602 410.973 0
2.3802 410.973 0
2.4002 410.973 0
2.4202 410.973 0
2.4402 410.973 0
2.4602 410.973 0
2.4802 410.973 0
2.5002 410.973 0
2.5202 410.973 0
2.5402 410.973 0
2.5602 410.973 0
2.5802 410.973 0
2.6002 410.973 0
2.6202 410.973 0
2.6402 410.973 0
2.6602 410.973 0
2.6802 410.973 0
2.7002 410.973 0
2.7202 410.973 0
2.7402 410.973 0
2.7602 410.973 0
2.7802 410.973 0
2.8002 410.973 0
2.8202 410.973 0
2.8402 410.973 0
2.8602 410.973 0
2.8802 410.973 0
2.9002 410.973 0
2.9202 410.973 0
2.9402 410.973 0
2.9602 410.973 0
2.9802 410.973 0
3.0002 410.973 0
3.0202 410.973 0
3.0402 410.973 0
3.0602 410.973 0
3.0802 410.973 0
3.1002 410.973 0
3.1202 410.973 0
3.1402 410.973 0
3.1602 410.973 0
3.1802 410.973 0
3.2002 410.973 0
3.2202 410.973 0
3.2402 410.973 0
3.2602 410.973 0
3.2802 410.973 0
3.3002 410.973 0
