0; time=0	MaxPSpeed= 0	MaxPSpin= 0	eKin = 0	eGrav = 0	eTot = 0	
2001; time=0.4002	MaxPSpeed= 0.484655	MaxPSpin= 0.00174451	eKin = 4.01593	eGrav = 60.6598	eTot = 64.6758	
2101; time=0.4202	MaxPSpeed= 0.418292	MaxPSpin= 0.00174449	eKin = 3.18031	eGrav = 61.454	eTot = 64.6344	
2201; time=0.4402	MaxPSpeed= 0.415152	MaxPSpin= 0.00174446	eKin = 2.74812	eGrav = 61.8451	eTot = 64.5933	
2301; time=0.4602	MaxPSpeed= 0.412011	MaxPSpin= 0.00174444	eKin = 2.71935	eGrav = 61.8331	eTot = 64.5525	
2401; time=0.4802	MaxPSpeed= 0.40887	MaxPSpin= 0.00174442	eKin = 3.09401	eGrav = 61.418	eTot = 64.512	
2501; time=0.5002	MaxPSpeed= 0.496345	MaxPSpin= 0.0017444	eKin = 3.87208	eGrav = 60.5998	eTot = 64.4719	
2601; time=0.5202	MaxPSpeed= 0.692542	MaxPSpin= 0.00174438	eKin = 5.05356	eGrav = 59.3784	eTot = 64.432	
2701; time=0.5402	MaxPSpeed= 0.88874	MaxPSpin= 0.00174436	eKin = 6.63845	eGrav = 57.754	eTot = 64.3924	
2801; time=0.5602	MaxPSpeed= 0.648352	MaxPSpin= 0.000380467	eKin = 4.66453	eGrav = 56.4618	eTot = 61.1263	
2901; time=0.5802	MaxPSpeed= 0.45215	MaxPSpin= 0.000380467	eKin = 3.49506	eGrav = 57.5924	eTot = 61.0874	
3001; time=0.6002	MaxPSpeed= 0.390027	MaxPSpin= 0.000380467	eKin = 2.72901	eGrav = 58.3198	eTot = 61.0488	
3101; time=0.6202	MaxPSpeed= 0.386886	MaxPSpin= 0.000380467	eKin = 2.3664	eGrav = 58.6441	eTot = 61.0105	
3201; time=0.6402	MaxPSpeed= 0.383745	MaxPSpin= 0.000380467	eKin = 2.40721	eGrav = 58.5653	eTot = 60.9725	
3301; time=0.6602	MaxPSpeed= 0.380605	MaxPSpin= 0.000380467	eKin = 2.85144	eGrav = 58.0834	eTot = 60.9348	
3401; time=0.6802	MaxPSpeed= 0.52885	MaxPSpin= 0.000380467	eKin = 3.69908	eGrav = 57.1984	eTot = 60.8975	
3501; time=0.7002	MaxPSpeed= 0.397919	MaxPSpin= 0.00123318	eKin = 3.02668	eGrav = 56.5148	eTot = 59.5414	
3601; time=0.7202	MaxPSpeed= 0.371183	MaxPSpin= 0.00123317	eKin = 2.37392	eGrav = 57.1308	eTot = 59.5047	
3701; time=0.7402	MaxPSpeed= 0.368043	MaxPSpin= 0.00123315	eKin = 2.12458	eGrav = 57.3437	eTot = 59.4682	
3801; time=0.7602	MaxPSpeed= 0.364902	MaxPSpin= 0.00123314	eKin = 2.27867	eGrav = 57.1534	eTot = 59.4321	
3901; time=0.7802	MaxPSpeed= 0.386881	MaxPSpin= 0.00123312	eKin = 2.83618	eGrav = 56.5601	eTot = 59.3963	
4001; time=0.8002	MaxPSpeed= 0.358621	MaxPSpin= 0.000475018	eKin = 2.12829	eGrav = 56.7003	eTot = 58.8286	
4101; time=0.8202	MaxPSpeed= 0.355481	MaxPSpin= 0.000475012	eKin = 1.99506	eGrav = 56.7983	eTot = 58.7934	
4201; time=0.8402	MaxPSpeed= 0.35234	MaxPSpin= 0.000475006	eKin = 2.26525	eGrav = 56.4932	eTot = 58.7585	
4301; time=0.8602	MaxPSpeed= 0.3492	MaxPSpin= 0.000380467	eKin = 1.91772	eGrav = 56.5962	eTot = 58.5139	
4401; time=0.8802	MaxPSpeed= 0.346059	MaxPSpin= 0.00117965	eKin = 1.93562	eGrav = 56.4648	eTot = 58.4004	
4501; time=0.9002	MaxPSpeed= 0.342919	MaxPSpin= 0.000380467	eKin = 1.85615	eGrav = 56.5095	eTot = 58.3657	
4601; time=0.9202	MaxPSpeed= 0.339778	MaxPSpin= 0.000380467	eKin = 1.81667	eGrav = 56.4869	eTot = 58.3036	
4701; time=0.9402	MaxPSpeed= 0.336638	MaxPSpin= 0.000380467	eKin = 1.77712	eGrav = 56.4778	eTot = 58.2549	
4801; time=0.9602	MaxPSpeed= 0.333497	MaxPSpin= 0.000380467	eKin = 1.74407	eGrav = 56.481	eTot = 58.225	
4901; time=0.9802	MaxPSpeed= 0.330357	MaxPSpin= 0.000380467	eKin = 1.71134	eGrav = 56.4804	eTot = 58.1918	
5001; time=1.0002	MaxPSpeed= 0.327217	MaxPSpin= 0.000380467	eKin = 1.67893	eGrav = 56.4804	eTot = 58.1593	
5101; time=1.0202	MaxPSpeed= 0.324076	MaxPSpin= 0.000380467	eKin = 1.64683	eGrav = 56.4804	eTot = 58.1273	
5201; time=1.0402	MaxPSpeed= 0.320936	MaxPSpin= 0.000380467	eKin = 1.61504	eGrav = 56.4804	eTot = 58.0955	
5301; time=1.0602	MaxPSpeed= 0.317796	MaxPSpin= 0.000380467	eKin = 1.58356	eGrav = 56.4804	eTot = 58.064	
5401; time=1.0802	MaxPSpeed= 0.314655	MaxPSpin= 0.000380467	eKin = 1.55239	eGrav = 56.4804	eTot = 58.0328	
5501; time=1.1002	MaxPSpeed= 0.311515	MaxPSpin= 0.000380467	eKin = 1.52153	eGrav = 56.4804	eTot = 58.002	
5601; time=1.1202	MaxPSpeed= 0.308375	MaxPSpin= 0.000380467	eKin = 1.49098	eGrav = 56.4804	eTot = 57.9714	
5701; time=1.1402	MaxPSpeed= 0.305234	MaxPSpin= 0.000380467	eKin = 1.46074	eGrav = 56.4804	eTot = 57.9412	
5801; time=1.1602	MaxPSpeed= 0.302094	MaxPSpin= 0.000380467	eKin = 1.43081	eGrav = 56.4804	eTot = 57.9112	
5901; time=1.1802	MaxPSpeed= 0.298954	MaxPSpin= 0.000380467	eKin = 1.40119	eGrav = 56.4804	eTot = 57.8816	
6001; time=1.2002	MaxPSpeed= 0.295813	MaxPSpin= 0.000380467	eKin = 1.37188	eGrav = 56.4804	eTot = 57.8523	
6101; time=1.2202	MaxPSpeed= 0.292673	MaxPSpin= 0.000380468	eKin = 1.34288	eGrav = 56.4804	eTot = 57.8233	
6201; time=1.2402	MaxPSpeed= 0.289533	MaxPSpin= 0.000380468	eKin = 1.31419	eGrav = 56.4804	eTot = 57.7946	
6301; time=1.2602	MaxPSpeed= 0.286393	MaxPSpin= 0.000380468	eKin = 1.28581	eGrav = 56.4804	eTot = 57.7662	
6401; time=1.2802	MaxPSpeed= 0.283252	MaxPSpin= 0.000380468	eKin = 1.25774	eGrav = 56.4804	eTot = 57.7382	
6501; time=1.3002	MaxPSpeed= 0.280112	MaxPSpin= 0.000380469	eKin = 1.22998	eGrav = 56.4804	eTot = 57.7104	
6601; time=1.3202	MaxPSpeed= 0.276972	MaxPSpin= 0.000380469	eKin = 1.20253	eGrav = 56.4804	eTot = 57.683	
6701; time=1.3402	MaxPSpeed= 0.273832	MaxPSpin= 0.00038047	eKin = 1.17539	eGrav = 56.4804	eTot = 57.6558	
6801; time=1.3602	MaxPSpeed= 0.270692	MaxPSpin= 0.000380471	eKin = 1.14856	eGrav = 56.4804	eTot = 57.629	
6901; time=1.3802	MaxPSpeed= 0.267552	MaxPSpin= 0.000380472	eKin = 1.12204	eGrav = 56.4804	eTot = 57.6025	
7001; time=1.4002	MaxPSpeed= 0.264411	MaxPSpin= 0.000380473	eKin = 1.09582	eGrav = 56.4804	eTot = 57.5763	
7101; time=1.4202	MaxPSpeed= 0.261271	MaxPSpin= 0.000380475	eKin = 1.06992	eGrav = 56.4804	eTot = 57.5504	
7201; time=1.4402	MaxPSpeed= 0.258131	MaxPSpin= 0.000380477	eKin = 1.04433	eGrav = 56.4804	eTot = 57.5248	
7301; time=1.4602	MaxPSpeed= 0.254991	MaxPSpin= 0.00038048	eKin = 1.01905	eGrav = 56.4804	eTot = 57.4995	
7401; time=1.4802	MaxPSpeed= 0.251851	MaxPSpin= 0.000380483	eKin = 0.994079	eGrav = 56.4804	eTot = 57.4745	
7501; time=1.5002	MaxPSpeed= 0.248711	MaxPSpin= 0.000380486	eKin = 0.969417	eGrav = 56.4804	eTot = 57.4499	
7601; time=1.5202	MaxPSpeed= 0.245571	MaxPSpin= 0.000380489	eKin = 0.945065	eGrav = 56.4804	eTot = 57.4255	
7701; time=1.5402	MaxPSpeed= 0.242431	MaxPSpin= 0.000380493	eKin = 0.921023	eGrav = 56.4804	eTot = 57.4015	
7801; time=1.5602	MaxPSpeed= 0.239291	MaxPSpin= 0.000380496	eKin = 0.897291	eGrav = 56.4804	eTot = 57.3777	
7901; time=1.5802	MaxPSpeed= 0.23615	MaxPSpin= 0.0003805	eKin = 0.873868	eGrav = 56.4804	eTot = 57.3543	
8001; time=1.6002	MaxPSpeed= 0.23301	MaxPSpin= 0.000380503	eKin = 0.850756	eGrav = 56.4804	eTot = 57.3312	
8101; time=1.6202	MaxPSpeed= 0.22987	MaxPSpin= 0.000380505	eKin = 0.827953	eGrav = 56.4804	eTot = 57.3084	
8201; time=1.6402	MaxPSpeed= 0.22673	MaxPSpin= 0.000380508	eKin = 0.80546	eGrav = 56.4804	eTot = 57.2859	
8301; time=1.6602	MaxPSpeed= 0.22359	MaxPSpin= 0.00038051	eKin = 0.783277	eGrav = 56.4804	eTot = 57.2637	
8401; time=1.6802	MaxPSpeed= 0.22045	MaxPSpin= 0.000380512	eKin = 0.761404	eGrav = 56.4804	eTot = 57.2418	
8501; time=1.7002	MaxPSpeed= 0.21731	MaxPSpin= 0.000380513	eKin = 0.739841	eGrav = 56.4804	eTot = 57.2203	
8601; time=1.7202	MaxPSpeed= 0.21417	MaxPSpin= 0.000380515	eKin = 0.718587	eGrav = 56.4804	eTot = 57.199	
8701; time=1.7402	MaxPSpeed= 0.21103	MaxPSpin= 0.000380516	eKin = 0.697643	eGrav = 56.4804	eTot = 57.1781	
8801; time=1.7602	MaxPSpeed= 0.207891	MaxPSpin= 0.000380517	eKin = 0.677009	eGrav = 56.4804	eTot = 57.1574	
8901; time=1.7802	MaxPSpeed= 0.204751	MaxPSpin= 0.000380518	eKin = 0.656685	eGrav = 56.4804	eTot = 57.1371	
9001; time=1.8002	MaxPSpeed= 0.201611	MaxPSpin= 0.000380519	eKin = 0.636671	eGrav = 56.4804	eTot = 57.1171	
9101; time=1.8202	MaxPSpeed= 0.198471	MaxPSpin= 0.00038052	eKin = 0.616967	eGrav = 56.4804	eTot = 57.0974	
9201; time=1.8402	MaxPSpeed= 0.195331	MaxPSpin= 0.000380521	eKin = 0.597572	eGrav = 56.4804	eTot = 57.078	
9301; time=1.8602	MaxPSpeed= 0.192191	MaxPSpin= 0.000380522	eKin = 0.578487	eGrav = 56.4804	eTot = 57.0589	
9401; time=1.8802	MaxPSpeed= 0.189051	MaxPSpin= 0.000380523	eKin = 0.559712	eGrav = 56.4804	eTot = 57.0401	
9501; time=1.9002	MaxPSpeed= 0.185911	MaxPSpin= 0.000380524	eKin = 0.541247	eGrav = 56.4804	eTot = 57.0217	
9601; time=1.9202	MaxPSpeed= 0.182771	MaxPSpin= 0.000380525	eKin = 0.523091	eGrav = 56.4804	eTot = 57.0035	
9701; time=1.9402	MaxPSpeed= 0.179631	MaxPSpin= 0.000380526	eKin = 0.505245	eGrav = 56.4804	eTot = 56.9857	
9801; time=1.9602	MaxPSpeed= 0.176492	MaxPSpin= 0.000380527	eKin = 0.487709	eGrav = 56.4804	eTot = 56.9681	
9901; time=1.9802	MaxPSpeed= 0.173352	MaxPSpin= 0.000380528	eKin = 0.470483	eGrav = 56.4804	eTot = 56.9509	
10001; time=2.0002	MaxPSpeed= 0.170212	MaxPSpin= 0.000380529	eKin = 0.453567	eGrav = 56.4804	eTot = 56.934	
10101; time=2.0202	MaxPSpeed= 0.167072	MaxPSpin= 0.00038053	eKin = 0.43696	eGrav = 56.4804	eTot = 56.9174	
10201; time=2.0402	MaxPSpeed= 0.163932	MaxPSpin= 0.000380532	eKin = 0.420663	eGrav = 56.4804	eTot = 56.9011	
10301; time=2.0602	MaxPSpeed= 0.160793	MaxPSpin= 0.000380533	eKin = 0.404676	eGrav = 56.4804	eTot = 56.8851	
10401; time=2.0802	MaxPSpeed= 0.157653	MaxPSpin= 0.000380534	eKin = 0.388999	eGrav = 56.4804	eTot = 56.8694	
10501; time=2.1002	MaxPSpeed= 0.154513	MaxPSpin= 0.000380536	eKin = 0.373631	eGrav = 56.4804	eTot = 56.8541	
10601; time=2.1202	MaxPSpeed= 0.151373	MaxPSpin= 0.000380537	eKin = 0.358574	eGrav = 56.4804	eTot = 56.839	
10701; time=2.1402	MaxPSpeed= 0.148234	MaxPSpin= 0.000380538	eKin = 0.343826	eGrav = 56.4804	eTot = 56.8243	
10801; time=2.1602	MaxPSpeed= 0.145094	MaxPSpin= 0.00038054	eKin = 0.329387	eGrav = 56.4804	eTot = 56.8098	
10901; time=2.1802	MaxPSpeed= 0.141954	MaxPSpin= 0.000380542	eKin = 0.315259	eGrav = 56.4804	eTot = 56.7957	
11001; time=2.2002	MaxPSpeed= 0.138815	MaxPSpin= 0.000380543	eKin = 0.30144	eGrav = 56.4804	eTot = 56.7819	
11101; time=2.2202	MaxPSpeed= 0.135675	MaxPSpin= 0.000380545	eKin = 0.287931	eGrav = 56.4804	eTot = 56.7684	
11201; time=2.2402	MaxPSpeed= 0.132535	MaxPSpin= 0.000380547	eKin = 0.274731	eGrav = 56.4804	eTot = 56.7552	
11301; time=2.2602	MaxPSpeed= 0.129396	MaxPSpin= 0.000380549	eKin = 0.261842	eGrav = 56.4804	eTot = 56.7423	
11401; time=2.2802	MaxPSpeed= 0.126256	MaxPSpin= 0.000380551	eKin = 0.249262	eGrav = 56.4804	eTot = 56.7297	
11501; time=2.3002	MaxPSpeed= 0.123116	MaxPSpin= 0.000380553	eKin = 0.236992	eGrav = 56.4804	eTot = 56.7174	
11601; time=2.3202	MaxPSpeed= 0.119977	MaxPSpin= 0.000380555	eKin = 0.225031	eGrav = 56.4804	eTot = 56.7055	
11701; time=2.3402	MaxPSpeed= 0.116837	MaxPSpin= 0.000380558	eKin = 0.213381	eGrav = 56.4804	eTot = 56.6938	
11801; time=2.3602	MaxPSpeed= 0.113697	MaxPSpin= 0.00038056	eKin = 0.20204	eGrav = 56.4804	eTot = 56.6825	
11901; time=2.3802	MaxPSpeed= 0.110558	MaxPSpin= 0.000380563	eKin = 0.191008	eGrav = 56.4804	eTot = 56.6714	
12001; time=2.4002	MaxPSpeed= 0.107418	MaxPSpin= 0.000380565	eKin = 0.180287	eGrav = 56.4804	eTot = 56.6607	
12101; time=2.4202	MaxPSpeed= 0.104279	MaxPSpin= 0.000380568	eKin = 0.169875	eGrav = 56.4804	eTot = 56.6503	
12201; time=2.4402	MaxPSpeed= 0.101139	MaxPSpin= 0.000380571	eKin = 0.159773	eGrav = 56.4804	eTot = 56.6402	
12301; time=2.4602	MaxPSpeed= 0.0979996	MaxPSpin= 0.000380575	eKin = 0.14998	eGrav = 56.4804	eTot = 56.6304	
12401; time=2.4802	MaxPSpeed= 0.0948601	MaxPSpin= 0.000380578	eKin = 0.140497	eGrav = 56.4804	eTot = 56.6209	
12501; time=2.5002	MaxPSpeed= 0.0917205	MaxPSpin= 0.000380582	eKin = 0.131324	eGrav = 56.4804	eTot = 56.6118	
12601; time=2.5202	MaxPSpeed= 0.088581	MaxPSpin= 0.000380586	eKin = 0.122461	eGrav = 56.4804	eTot = 56.6029	
12701; time=2.5402	MaxPSpeed= 0.0854416	MaxPSpin= 0.00038059	eKin = 0.113907	eGrav = 56.4804	eTot = 56.5943	
12801; time=2.5602	MaxPSpeed= 0.0823021	MaxPSpin= 0.000380595	eKin = 0.105663	eGrav = 56.4804	eTot = 56.5861	
12901; time=2.5802	MaxPSpeed= 0.0791626	MaxPSpin= 0.0003806	eKin = 0.0977287	eGrav = 56.4804	eTot = 56.5782	
13001; time=2.6002	MaxPSpeed= 0.0760232	MaxPSpin= 0.000380606	eKin = 0.090104	eGrav = 56.4804	eTot = 56.5705	
13101; time=2.6202	MaxPSpeed= 0.0728837	MaxPSpin= 0.000380612	eKin = 0.0827889	eGrav = 56.4804	eTot = 56.5632	
13201; time=2.6402	MaxPSpeed= 0.0697443	MaxPSpin= 0.000380618	eKin = 0.0757836	eGrav = 56.4804	eTot = 56.5562	
13301; time=2.6602	MaxPSpeed= 0.0666049	MaxPSpin= 0.000380625	eKin = 0.0690879	eGrav = 56.4804	eTot = 56.5495	
13401; time=2.6802	MaxPSpeed= 0.0634655	MaxPSpin= 0.000380633	eKin = 0.0627019	eGrav = 56.4804	eTot = 56.5431	
13501; time=2.7002	MaxPSpeed= 0.0603262	MaxPSpin= 0.000380641	eKin = 0.0566255	eGrav = 56.4804	eTot = 56.5371	
13601; time=2.7202	MaxPSpeed= 0.0571868	MaxPSpin= 0.000380651	eKin = 0.0508588	eGrav = 56.4804	eTot = 56.5313	
13701; time=2.7402	MaxPSpeed= 0.0540475	MaxPSpin= 0.000380661	eKin = 0.0454017	eGrav = 56.4804	eTot = 56.5258	
13801; time=2.7602	MaxPSpeed= 0.0509081	MaxPSpin= 0.000380673	eKin = 0.0402543	eGrav = 56.4804	eTot = 56.5207	
13901; time=2.7802	MaxPSpeed= 0.0477688	MaxPSpin= 0.000380686	eKin = 0.0354165	eGrav = 56.4804	eTot = 56.5159	
14001; time=2.8002	MaxPSpeed= 0.0446296	MaxPSpin= 0.000380702	eKin = 0.0308884	eGrav = 56.4804	eTot = 56.5113	
14101; time=2.8202	MaxPSpeed= 0.0414903	MaxPSpin= 0.000380719	eKin = 0.0266699	eGrav = 56.4804	eTot = 56.5071	
14201; time=2.8402	MaxPSpeed= 0.0383511	MaxPSpin= 0.000380739	eKin = 0.022761	eGrav = 56.4804	eTot = 56.5032	
14301; time=2.8602	MaxPSpeed= 0.0352119	MaxPSpin= 0.000380763	eKin = 0.0191618	eGrav = 56.4804	eTot = 56.4996	
14401; time=2.8802	MaxPSpeed= 0.0320727	MaxPSpin= 0.000380791	eKin = 0.0158722	eGrav = 56.4804	eTot = 56.4963	
14501; time=2.9002	MaxPSpeed= 0.0289336	MaxPSpin= 0.000380826	eKin = 0.0128922	eGrav = 56.4804	eTot = 56.4933	
14601; time=2.9202	MaxPSpeed= 0.0257946	MaxPSpin= 0.000380868	eKin = 0.0102219	eGrav = 56.4804	eTot = 56.4907	
14701; time=2.9402	MaxPSpeed= 0.0226556	MaxPSpin= 0.000380922	eKin = 0.00786114	eGrav = 56.4804	eTot = 56.4883	
14801; time=2.9602	MaxPSpeed= 0.0195168	MaxPSpin= 0.000380992	eKin = 0.00581002	eGrav = 56.4804	eTot = 56.4862	
14901; time=2.9802	MaxPSpeed= 0.0163781	MaxPSpin= 0.000381087	eKin = 0.00406851	eGrav = 56.4804	eTot = 56.4845	
15001; time=3.0002	MaxPSpeed= 0.0132398	MaxPSpin= 0.000381224	eKin = 0.00263661	eGrav = 56.4804	eTot = 56.4831	
15101; time=3.0202	MaxPSpeed= 0.010102	MaxPSpin= 0.000381438	eKin = 0.00151431	eGrav = 56.4804	eTot = 56.482	
15201; time=3.0402	MaxPSpeed= 0.00696547	MaxPSpin= 0.000381811	eKin = 0.000701615	eGrav = 56.4804	eTot = 56.4811	
15301; time=3.0602	MaxPSpeed= 0.00383354	MaxPSpin= 0.000382524	eKin = 0.000198526	eGrav = 56.4804	eTot = 56.4806	
15401; time=3.0802	MaxPSpeed= 0.000762879	MaxPSpin= 0.000373081	eKin = 4.82414e-06	eGrav = 56.4804	eTot = 56.4804	
15501; time=3.1002	MaxPSpeed= 2.60835e-05	MaxPSpin= 0.000279585	eKin = 1.56056e-08	eGrav = 56.4804	eTot = 56.4804	
15601; time=3.1202	MaxPSpeed= 2.60834e-05	MaxPSpin= 0.000279585	eKin = 1.56022e-08	eGrav = 56.4804	eTot = 56.4804	
15701; time=3.1402	MaxPSpeed= 2.60833e-05	MaxPSpin= 0.000279585	eKin = 1.56022e-08	eGrav = 56.4804	eTot = 56.4804	
15801; time=3.1602	MaxPSpeed= 2.60832e-05	MaxPSpin= 0.000279585	eKin = 1.56022e-08	eGrav = 56.4804	eTot = 56.4804	
15901; time=3.1802	MaxPSpeed= 2.60831e-05	MaxPSpin= 0.000279585	eKin = 1.56021e-08	eGrav = 56.4804	eTot = 56.4804	
16001; time=3.2002	MaxPSpeed= 2.6083e-05	MaxPSpin= 0.000279585	eKin = 1.56021e-08	eGrav = 56.4804	eTot = 56.4804	
16101; time=3.2202	MaxPSpeed= 2.60829e-05	MaxPSpin= 0.000279585	eKin = 1.56021e-08	eGrav = 56.4804	eTot = 56.4804	
16201; time=3.2402	MaxPSpeed= 2.60828e-05	MaxPSpin= 0.000279585	eKin = 1.56021e-08	eGrav = 56.4804	eTot = 56.4804	
16301; time=3.2602	MaxPSpeed= 2.60828e-05	MaxPSpin= 0.000279585	eKin = 1.56021e-08	eGrav = 56.4804	eTot = 56.4804	
16401; time=3.2802	MaxPSpeed= 2.60827e-05	MaxPSpin= 0.000279585	eKin = 1.56021e-08	eGrav = 56.4804	eTot = 56.4804	
16501; time=3.3002	MaxPSpeed= 2.60826e-05	MaxPSpin= 0.000279585	eKin = 1.56021e-08	eGrav = 56.4804	eTot = 56.4804	
