time collisionForces hydraulicForces
0 0 0
0.0202 1.4425e+07 0
0.0402 1479.92 0
0.0602 1.78872e+06 0
0.08 18.594 0
0.1 4.67185 0
0.12 7.48427 0
0.14 264678 0
0.16 0.0157259 0
0.18 21432.7 0
0.2 24399.3 0
0.22 18181.3 0
0.24 14608.7 0
0.26 18192.8 0
0.28 94374 0
0.3002 84444.3 0
0.3202 52376.6 0
0.3402 89292.1 0
0.3602 117043 0
0.3802 108019 0
0.4002 193958 0
0.4202 164513 0
0.4402 162473 0
0.4602 361104 0
0.4802 258533 0
0.5002 302935 0
0.5202 301115 0
0.5402 245287 0
0.5602 414379 0
0.5802 320339 0
0.6002 443559 0
0.6202 319448 0
0.6402 355205 0
0.6602 395198 0
0.6802 485951 0
0.7002 501275 0
0.7202 478486 0
0.7402 490244 0
0.7602 716460 0
0.7802 484235 0
0.8002 297921 0
0.8202 222035 0
0.8402 157662 0
0.8602 154995 0
0.8802 170916 0
0.9002 216826 0
0.9202 183557 0
0.9402 201664 0
0.9602 229053 0
0.9802 228611 0
1.0002 253671 0
1.0202 263688 0
1.0402 259694 0
1.0602 266471 0
1.0802 262402 0
1.1002 250693 0
1.1202 239274 0
1.1402 246963 0
1.1602 259647 0
1.1802 287753 0
1.2002 277826 0
1.2202 277450 0
1.2402 301462 0
1.2602 300800 0
1.2802 315949 0
1.3002 316829 0
1.3202 302982 0
1.3402 299124 0
1.3602 288781 0
1.3802 307337 0
1.4002 313515 0
1.4202 319427 0
1.4402 323054 0
1.4602 336464 0
1.4802 347998 0
1.5002 354464 0
1.5202 366141 0
1.5402 374017 0
1.5602 379643 0
1.5802 388958 0
1.6002 403906 0
1.6202 416089 0
1.6402 422049 0
1.6602 428489 0
1.6802 436707 0
1.7002 441521 0
1.7202 451541 0
1.7402 444748 0
1.7602 443531 0
1.7802 451176 0
1.8002 445674 0
1.8202 457038 0
1.8402 469128 0
1.8602 482347 0
1.8802 492544 0
1.9002 497056 0
1.9202 511061 0
1.9402 519753 0
1.9602 528512 0
1.9802 526907 0
2.0002 535665 0
2.0202 543563 0
2.0402 541098 0
2.0602 557860 0
2.0802 573365 0
2.1002 581902 0
2.1202 587183 0
2.1402 590536 0
2.1602 594315 0
2.1802 596781 0
2.2002 605000 0
2.2202 600427 0
2.2402 578693 0
2.2602 540011 0
2.2802 495950 0
2.3002 478392 0
2.3202 434057 0
2.3402 407311 0
2.3602 401520 0
2.3802 402562 0
2.4002 411248 0
2.4202 418096 0
2.4402 419566 0
2.4602 424341 0
2.4802 426205 0
2.5002 430877 0
2.5202 439428 0
2.5402 448383 0
2.5602 458182 0
2.5802 472033 0
2.6002 485531 0
2.6202 494230 0
2.6402 503843 0
2.6602 514229 0
2.6802 511365 0
2.7002 493736 0
2.7202 461597 0
2.7402 437589 0
2.7602 389696 0
2.7802 386765 0
2.8002 388494 0
2.8202 400419 0
2.8402 420255 0
2.8602 423649 0
2.8802 439900 0
2.9002 446548 0
2.9202 458044 0
2.9402 467122 0
2.9602 478461 0
2.9802 491057 0
3.0002 501431 0
3.0202 510796 0
3.0402 521646 0
3.0602 532083 0
3.0802 538956 0
3.1002 535403 0
3.1202 544830 0
3.1402 553801 0
3.1602 556127 0
3.1802 566625 0
3.2002 580934 0
3.2202 588594 0
3.2402 606337 0
3.2602 622736 0
3.2802 641719 0
3.3002 646567 0
3.3202 626835 0
3.3402 627917 0
3.3602 630485 0
3.3802 635453 0
3.4002 640885 0
3.4202 633152 0
3.4402 636432 0
3.4602 628911 0
3.4802 607165 0
3.5002 603882 0
3.5202 619765 0
3.5402 632615 0
3.5602 647173 0
3.5802 671503 0
3.6002 692444 0
3.6202 621009 0
3.6402 599679 0
3.6602 593427 0
3.6802 602095 0
3.7002 611504 0
3.7202 608095 0
3.7402 603839 0
3.7602 573965 0
3.7802 556629 0
3.8002 522074 0
3.8202 462496 0
3.8402 375947 0
3.8602 320637 0
3.8802 248877 0
3.9002 200666 0
3.9202 194346 0
3.9402 202114 0
3.9602 212062 0
3.9802 218215 0
4.0002 232023 0
4.0202 242888 0
4.0402 264836 0
4.0602 265285 0
4.0802 269965 0
4.1002 268042 0
4.1202 271958 0
4.1402 270028 0
4.1602 277453 0
4.1802 284170 0
4.2 281670 0
4.22 281701 0
4.24 288811 0
4.26 292689 0
4.28 296105 0
4.3 301945 0
4.32 309563 0
4.34 316917 0
4.36 324681 0
4.38 334103 0
4.4 340538 0
4.42 341301 0
4.44 351209 0
4.46 361524 0
4.48 373847 0
4.5 379401 0
4.52 384543 0
4.54 394569 0
4.56 400654 0
4.58 410909 0
4.6 410375 0
4.62 391505 0
4.64 374271 0
4.66 384888 0
4.68 400317 0
4.7 412708 0
4.72 418859 0
4.74 416857 0
4.76 429057 0
4.78 450162 0
4.8 469852 0
4.82 490457 0
4.84 511842 0
4.86 538247 0
4.88 565858 0
4.9 587674 0
4.92 595254 0
4.94 618009 0
4.96 650871 0
4.98 685041 0
5 711351 0
5.02 750759 0
5.04 623994 0
5.06 526793 0
5.08 510649 0
5.1 440126 0
5.12 409652 0
5.14 409081 0
5.16 381610 0
5.18 377906 0
5.2 378018 0
5.22 345221 0
5.24 324084 0
5.26 333368 0
5.28 338414 0
5.3 337247 0
5.32 341128 0
5.34 346011 0
5.36 354360 0
5.38 354536 0
5.4 362598 0
5.42 372701 0
5.44 386275 0
5.46 399837 0
5.48 411907 0
5.5 424836 0
5.52 437652 0
5.54 452011 0
5.56 467839 0
5.58 482140 0
5.6 494359 0
5.62 507220 0
5.64 500043 0
5.66 496000 0
5.68 492764 0
5.7 494178 0
5.72 476109 0
5.74 459954 0
5.76 463792 0
5.78 472849 0
5.8 475348 0
5.82 477823 0
5.84 446384 0
5.86 411822 0
5.88 401323 0
5.9 405174 0
5.92 412664 0
5.94 427028 0
5.96 442346 0
5.98 451071 0
6 449072 0
6.02 461244 0
6.04 473329 0
6.06 484392 0
6.08 500919 0
6.1 513513 0
6.12 513513 0
6.14 522564 0
6.16 533648 0
6.18 544724 0
6.2 554179 0
6.22 559016 0
6.24 525868 0
6.26 475842 0
6.28 464182 0
6.3 465093 0
6.32 470919 0
6.34 482606 0
6.36 495527 0
6.38 508394 0
6.4 517804 0
6.42 532666 0
6.44 549798 0
6.46 558720 0
6.48 561230 0
6.5 581989 0
6.52 598680 0
6.54 606998 0
6.56 624673 0
6.58 642415 0
6.6 656528 0
6.62 655449 0
6.64 659963 0
6.66 660533 0
6.68 653432 0
6.7 648628 0
6.72 652637 0
6.74 658421 0
6.76 673186 0
6.78 689804 0
6.8 685491 0
6.82 682222 0
6.84 669167 0
6.86 649944 0
6.88 616274 0
6.9 599447 0
6.92 572869 0
6.94 512594 0
6.96 458896 0
6.98 446478 0
7 447544 0
7.02 429235 0
7.04 420919 0
7.06 438732 0
7.08 445470 0
7.1 449456 0
7.12 456330 0
7.14 462212 0
7.16 471241 0
7.18 482934 0
7.2 490432 0
7.22 496899 0
7.24 506683 0
7.26 520272 0
7.28 535003 0
7.3 550643 0
7.32 566418 0
7.34 585862 0
7.36 595500 0
7.38 598308 0
7.4 609212 0
7.42 618436 0
7.44 638881 0
7.46 661733 0
7.48 683667 0
7.5 687466 0
7.52 704735 0
7.54 729709 0
7.56 758253 0
7.58 761473 0
7.6 760502 0
7.62 768297 0
7.64 789666 0
7.66 783916 0
7.68 782568 0
7.7 789173 0
7.72 795608 0
7.74 777590 0
7.76 788751 0
7.78 802749 0
7.8 824980 0
7.82 846030 0
7.84 871381 0
7.86 899507 0
7.88 921284 0
7.9 939621 0
7.92 963533 0
7.94 917692 0
7.96 813853 0
7.98 742877 0
8 743132 0
